width_ms,rep,t_ms,tau
10,18,64.080277,0.148430
10,18,66.108418,0.123691
10,18,68.213436,0.123691
10,18,70.126094,0.074215
10,19,0.276481,0.123691
10,19,2.265193,0.074215
10,19,4.276533,0.074215
10,19,6.234760,0.000000
10,19,8.139722,-0.049477
10,19,10.232105,-0.049477
10,19,12.170719,0.049477
10,19,14.237106,-0.049477
10,19,16.096893,-0.346336
10,19,18.171463,0.371074
10,19,20.149449,-0.074215
10,19,22.293097,-0.123691
10,19,24.362911,-0.123691
10,19,26.394952,-0.024738
10,19,28.331946,0.000000
10,19,30.504549,0.024738
10,19,32.395673,0.049477
10,19,34.541094,0.049477
10,19,36.295135,0.024738
10,19,38.460422,0.000000
10,19,40.324352,0.123691
10,19,42.318992,0.049477
10,19,44.314847,0.000000
10,19,46.336437,0.000000
10,19,48.275874,0.049477
10,19,50.295049,0.049477
10,19,52.323703,0.049477
10,19,54.520298,0.049477
10,19,56.265791,0.049477
10,19,58.619212,0.049477
10,19,60.284295,0.074215
10,19,62.461314,0.024738
10,19,64.310718,0.074215
10,19,66.616931,0.074215
10,19,68.390895,0.049477
10,19,70.260225,0.123691
20,0,0.318663,0.024738
20,0,2.413639,0.024738
20,0,4.438488,0.148430
20,0,6.396659,-0.024738
20,0,8.417865,-0.074215
20,0,10.432242,-0.074215
20,0,12.573169,0.049477
20,0,14.779085,0.123691
20,0,16.185792,0.024738
20,0,18.276370,0.000000
20,0,20.231246,0.000000
20,0,22.492948,0.148430
20,0,24.600792,0.000000
20,0,26.589255,-0.024738
20,0,28.442241,0.148430
20,0,30.506072,0.000000
20,0,32.617202,-0.024738
20,0,34.414067,0.074215
20,0,36.465997,0.123691
20,0,38.590612,0.024738
20,0,40.604968,-0.024738
20,0,42.475590,0.148430
20,0,44.496339,0.049477
20,0,46.446769,0.024738
20,0,48.440213,0.024738
20,0,50.488078,0.123691
20,0,52.481788,0.024738
20,0,54.435265,0.123691
20,0,56.374758,0.123691
20,0,58.412620,0.024738
20,0,60.340978,0.049477
20,0,62.362454,0.024738
20,0,64.384605,0.074215
20,0,66.419118,0.024738
20,0,68.424723,0.123691
20,0,70.462345,0.049477
20,0,72.478380,0.074215
20,0,74.450832,0.049477
20,0,76.426526,0.074215
20,0,78.395246,0.074215
20,1,1.434609,0.074215
20,1,3.719855,0.074215
20,1,5.392297,0.123691
20,1,8.012243,0.123691
20,1,9.682719,0.074215
20,1,11.541730,0.000000
20,1,13.552453,0.000000
20,1,15.470570,-0.024738
20,1,17.651871,-0.024738
20,1,19.618370,0.173168
20,1,21.663867,-0.321598
20,1,23.769859,0.074215
20,1,25.581373,0.173168
20,1,27.783404,0.173168
20,1,29.770207,-0.074215
20,1,31.622519,-0.049477
20,1,33.778566,0.148430
20,1,35.637927,0.148430
20,1,37.591458,-0.049477
20,1,39.590468,0.000000
20,1,41.844025,0.074215
20,1,43.623572,0.074215
20,1,45.664319,-0.049477
20,1,47.570597,0.049477
20,1,49.592918,0.123691
20,1,51.582011,-0.049477
20,1,53.307001,-0.049477
20,1,55.470942,0.074215
20,1,57.511000,0.049477
20,1,59.538537,0.000000
20,1,61.508027,0.074215
20,1,63.756387,0.148430
20,1,65.556184,0.074215
20,1,67.528169,0.173168
20,1,69.407201,0.024738
20,1,71.348410,0.074215
20,1,73.425648,0.049477
20,1,75.303885,0.123691
20,1,77.320161,0.123691
20,1,79.315025,0.049477
20,2,1.497273,0.074215
20,2,2.783722,0.074215
20,2,4.625131,0.000000
20,2,6.481631,0.000000
20,2,8.771656,-0.024738
20,2,10.757213,-0.024738
20,2,12.783438,0.024738
20,2,14.623036,-0.024738
20,2,17.037379,-0.024738
20,2,19.379011,0.049477
20,2,20.809984,0.049477
20,2,23.085180,-0.049477
20,2,24.886748,-0.049477
20,2,26.900506,0.000000
20,2,28.792937,0.024738
20,2,30.745632,0.000000
20,2,32.842429,-0.049477
20,2,34.863438,0.000000
20,2,36.775633,0.000000
20,2,38.826380,0.148430
20,2,40.889470,0.000000
20,2,43.039063,0.000000
20,2,44.906129,0.024738
20,2,46.886592,0.049477
20,2,48.651966,0.049477
20,2,51.095200,0.000000
20,2,52.884551,0.049477
20,2,54.992887,0.000000
20,2,56.877072,0.024738
20,2,58.859049,0.024738
20,2,61.054882,0.049477
20,2,62.735347,0.024738
20,2,64.822371,0.074215
20,2,66.759006,0.074215
20,2,68.875790,0.123691
20,2,70.844416,0.123691
20,2,72.898662,0.049477
20,2,75.045949,0.024738
20,2,77.073690,0.024738
20,2,78.816968,0.074215
20,3,1.770799,0.024738
20,3,3.735446,0.049477
20,3,5.815247,0.074215
20,3,7.858881,0.074215
20,3,9.979019,0.074215
20,3,11.814827,0.000000
20,3,13.813744,-0.049477
20,3,15.928055,-0.049477
20,3,17.792231,-0.049477
20,3,19.745941,-0.049477
20,3,21.785120,-0.024738
20,3,23.860265,-0.049477
20,3,25.864509,0.000000
20,3,27.888462,0.024738
20,3,29.964866,0.024738
20,3,32.099636,0.024738
20,3,33.842311,-0.049477
20,3,35.846665,0.024738
20,3,37.732339,0.049477
20,3,39.902236,0.049477
20,3,41.929289,0.074215
20,3,43.892701,0.024738
20,3,45.841422,0.024738
20,3,47.907309,0.024738
20,3,49.956926,0.049477
20,3,51.916862,0.024738
20,3,53.838197,0.024738
20,3,55.897674,0.074215
20,3,57.927463,0.024738
20,3,59.909635,0.000000
20,3,61.825907,0.049477
20,3,63.831091,0.049477
20,3,65.820352,0.148430
20,3,67.838537,0.123691
20,3,69.768665,0.123691
20,3,71.893239,0.123691
20,3,73.766795,0.123691
20,3,75.917576,0.123691
20,3,77.875197,0.049477
20,3,79.758832,0.049477
20,4,1.319868,0.074215
20,4,3.101689,0.123691
20,4,5.149537,0.123691
20,4,7.077402,-0.024738
20,4,9.151771,-0.024738
20,4,11.071619,0.074215
20,4,12.994675,-0.123691
20,4,14.992630,0.074215
20,4,16.982911,0.173168
20,4,19.075606,0.173168
20,4,21.165549,-0.024738
20,4,23.106931,0.024738
20,4,25.114282,0.000000
20,4,27.029925,0.123691
20,4,29.214616,-0.074215
20,4,31.282125,0.024738
20,4,33.106204,0.024738
20,4,34.934495,-0.024738
20,4,37.149515,0.049477
20,4,39.404529,0.074215
20,4,41.183721,0.074215
20,4,43.321421,0.000000
20,4,45.152331,0.049477
20,4,47.315333,0.024738
20,4,49.111500,0.123691
20,4,51.297054,0.024738
20,4,52.871731,0.024738
20,4,55.001107,0.049477
20,4,57.287585,0.024738
20,4,59.309000,0.074215
20,4,61.113373,0.049477
20,4,63.115334,0.024738
20,4,65.154491,0.049477
20,4,67.100822,0.123691
20,4,69.240136,0.049477
20,4,71.364231,0.049477
20,4,73.144325,0.173168
20,4,75.117429,0.049477
20,4,77.015538,0.000000
20,4,79.159983,0.000000
20,5,0.289794,0.024738
20,5,2.398449,0.074215
20,5,4.331876,0.074215
20,5,6.314578,-0.024738
20,5,8.379481,-0.049477
20,5,10.344370,0.123691
20,5,12.271019,0.000000
20,5,14.244300,0.000000
20,5,16.343368,0.049477
20,5,18.168377,0.123691
20,5,20.372604,-0.024738
20,5,22.466512,0.000000
20,5,24.584875,-0.272121
20,5,26.344675,0.222645
20,5,28.430555,0.148430
20,5,30.374616,-0.049477
20,5,32.387930,-0.049477
20,5,34.424306,0.049477
20,5,36.212456,0.000000
20,5,38.563390,0.000000
20,5,40.410766,0.049477
20,5,42.412291,0.049477
20,5,44.383264,0.148430
20,5,46.623758,-0.024738
20,5,48.464444,-0.024738
20,5,50.651909,0.049477
20,5,52.422530,0.123691
20,5,54.298963,-0.024738
20,5,56.312297,0.024738
20,5,58.432160,0.049477
20,5,60.287998,0.049477
20,5,62.459956,0.074215
20,5,64.268881,0.049477
20,5,66.428906,0.024738
20,5,68.643734,0.123691
20,5,70.455204,0.000000
20,5,72.298166,0.000000
20,5,74.629298,0.074215
20,5,76.240592,0.024738
20,5,78.296508,0.024738
20,5,80.294840,0.049477
20,6,1.598228,0.049477
20,6,3.530711,0.123691
20,6,5.526623,0.049477
20,6,7.643021,0.049477
20,6,9.563826,0.000000
20,6,11.473885,0.000000
20,6,13.547992,-0.049477
20,6,15.490010,-0.049477
20,6,17.638667,-0.049477
20,6,19.624869,-0.049477
20,6,21.612043,-0.049477
20,6,23.584957,-0.074215
20,6,25.546344,0.000000
20,6,27.626535,0.000000
20,6,29.606881,0.074215
20,6,31.832156,-0.074215
20,6,33.609887,0.000000
20,6,35.935615,0.000000
20,6,37.918661,0.049477
20,6,39.789096,0.000000
20,6,41.704409,0.049477
20,6,43.667343,0.049477
20,6,45.949456,0.024738
20,6,47.926916,0.049477
20,6,49.802811,0.049477
20,6,51.655356,0.074215
20,6,53.610346,0.123691
20,6,55.935683,0.024738
20,6,57.826033,0.049477
20,6,59.876817,0.000000
20,6,61.681045,0.049477
20,6,63.875054,0.123691
20,6,66.030693,0.049477
20,6,68.044324,0.049477
20,6,69.955083,0.024738
20,6,71.733810,0.024738
20,6,73.992154,0.148430
20,6,75.982567,0.148430
20,6,78.011165,0.074215
20,6,79.525645,0.024738
20,6,81.892419,0.049477
20,7,0.880981,0.148430
20,7,2.833685,0.148430
20,7,4.858487,0.074215
20,7,6.884030,0.000000
20,7,8.818376,-0.074215
20,7,10.870182,-0.049477
20,7,12.913251,-0.049477
20,7,14.853715,0.148430
20,7,16.818528,0.024738
20,7,18.859129,0.024738
20,7,20.703449,-0.049477
20,7,22.830632,-0.024738
20,7,25.106698,-0.346336
20,7,27.105509,0.148430
20,7,29.099098,-0.049477
20,7,30.990522,0.024738
20,7,32.879629,-0.049477
20,7,34.821284,-0.049477
20,7,36.881009,-0.074215
20,7,38.900349,-0.049477
20,7,40.836716,0.049477
20,7,42.910687,0.024738
20,7,45.045643,-0.049477
20,7,46.973179,-0.049477
20,7,48.909467,0.000000
20,7,51.143455,0.024738
20,7,52.739013,-0.049477
20,7,54.792577,-0.049477
20,7,57.071602,0.000000
20,7,59.114724,0.024738
20,7,60.973307,0.024738
20,7,62.981709,0.074215
20,7,65.075953,0.000000
20,7,67.068511,0.049477
20,7,68.799059,0.074215
20,7,70.712822,0.049477
20,7,72.937603,0.000000
20,7,75.071879,0.049477
20,7,77.048358,0.049477
20,7,79.048594,0.074215
20,8,1.994576,0.024738
20,8,4.069934,0.074215
20,8,6.033730,-0.074215
20,8,8.024171,-0.074215
20,8,10.049266,0.074215
20,8,11.891488,0.074215
20,8,14.062952,-0.024738
20,8,15.974941,-0.024738
20,8,17.982238,-0.049477
20,8,19.922009,-0.049477
20,8,22.227559,-0.049477
20,8,24.040994,-0.074215
20,8,26.153684,0.024738
20,8,27.932272,0.049477
20,8,30.222715,-0.074215
20,8,32.098339,-0.123691
20,8,33.917174,-0.074215
20,8,35.904305,0.074215
20,8,37.834341,0.074215
20,8,40.247434,0.000000
20,8,42.024914,0.000000
20,8,44.083246,0.024738
20,8,45.902913,0.000000
20,8,47.983330,0.049477
20,8,49.831437,0.049477
20,8,51.968931,0.000000
20,8,53.809342,0.024738
20,8,55.890778,0.049477
20,8,58.021988,0.074215
20,8,59.868163,0.049477
20,8,61.864395,0.024738
20,8,63.714802,0.024738
20,8,65.751240,0.049477
20,8,67.796813,0.123691
20,8,69.792397,0.123691
20,8,71.829747,0.074215
20,8,73.786320,0.074215
20,8,75.963950,0.148430
20,8,77.798664,0.049477
20,8,79.778529,0.049477
20,9,1.185738,0.074215
20,9,3.193955,0.049477
20,9,5.179541,0.049477
20,9,7.111588,0.000000
20,9,9.238112,-0.049477
20,9,11.187025,0.148430
20,9,13.191263,-0.049477
20,9,15.191301,-0.049477
20,9,17.150409,-0.049477
20,9,19.211174,0.024738
20,9,21.230544,0.024738
20,9,23.132935,0.000000
20,9,25.419873,-0.272121
20,9,27.155696,0.222645
20,9,29.113863,-0.222645
20,9,31.125607,0.049477
20,9,33.438215,0.049477
20,9,35.222672,-0.074215
20,9,37.270353,-0.024738
20,9,39.177304,-0.024738
20,9,41.154203,0.123691
20,9,43.400612,0.024738
20,9,44.980769,0.000000
20,9,47.083191,0.000000
20,9,49.020864,0.000000
20,9,51.221283,0.000000
20,9,53.077798,0.074215
20,9,55.199190,0.074215
20,9,57.191519,0.074215
20,9,59.160359,0.049477
20,9,61.457708,0.123691
20,9,63.289914,0.074215
20,9,65.562490,0.123691
20,9,67.282528,0.024738
20,9,69.119700,0.024738
20,9,71.193094,0.049477
20,9,73.408862,0.049477
20,9,75.313136,0.049477
20,9,77.109861,0.049477
20,9,79.203938,0.024738
20,10,0.231590,0.000000
20,10,2.253473,0.000000
20,10,4.259372,0.148430
20,10,6.360422,0.148430
20,10,8.298911,-0.049477
20,10,10.172224,0.024738
20,10,12.266314,0.049477
20,10,14.135572,0.000000
20,10,16.118588,-0.024738
20,10,18.063467,-0.049477
20,10,20.347334,-0.049477
20,10,22.424837,-0.049477
20,10,24.368058,-0.049477
20,10,26.209546,-0.346336
20,10,28.406152,0.074215
20,10,30.383666,-0.074215
20,10,32.436054,0.000000
20,10,34.379441,0.049477
20,10,36.378972,-0.123691
20,10,38.402991,0.024738
20,10,40.374487,0.049477
20,10,42.323282,0.024738
20,10,44.262786,0.000000
20,10,46.315557,0.000000
20,10,48.394907,0.000000
20,10,50.381223,0.000000
20,10,52.443743,0.049477
20,10,54.552971,0.024738
20,10,56.407833,0.000000
20,10,58.378346,0.000000
20,10,60.256088,0.049477
20,10,62.253596,0.074215
20,10,64.399814,0.024738
20,10,66.394205,0.049477
20,10,68.660984,0.024738
20,10,70.380495,0.024738
20,10,72.385050,0.049477
20,10,74.361016,0.123691
20,10,76.348071,0.123691
20,10,78.310052,0.123691
20,10,80.271394,0.074215
20,11,1.560045,0.074215
20,11,3.440171,0.074215
20,11,5.559907,0.148430
20,11,7.687005,0.148430
20,11,9.401662,0.148430
20,11,11.467858,-0.024738
20,11,13.459839,-0.049477
20,11,15.459942,-0.049477
20,11,17.444859,-0.049477
20,11,19.498183,-0.049477
20,11,21.670712,-0.049477
20,11,23.480855,-0.074215
20,11,25.701498,0.173168
20,11,27.678845,0.000000
20,11,29.387909,-0.024738
20,11,31.693634,-0.024738
20,11,33.551945,0.000000
20,11,35.426746,0.049477
20,11,37.569598,0.000000
20,11,39.478661,0.024738
20,11,41.409780,0.000000
20,11,43.611420,0.000000
20,11,45.413017,0.049477
20,11,47.683441,0.074215
20,11,49.401069,0.000000
20,11,51.403461,0.074215
20,11,53.419615,0.049477
20,11,55.693714,0.049477
20,11,57.498087,0.148430
20,11,59.467875,0.074215
20,11,61.693923,0.024738
20,11,63.598844,0.024738
20,11,65.491437,0.123691
20,11,67.706053,0.222645
20,11,69.397238,0.049477
20,11,71.402764,0.049477
20,11,73.682409,0.074215
20,11,75.542685,0.000000
20,11,77.627504,0.049477
20,11,79.645531,0.074215
20,12,0.453482,0.074215
20,12,2.543107,0.049477
20,12,4.474432,0.148430
20,12,6.517999,0.148430
20,12,8.568963,0.049477
20,12,10.467708,0.123691
20,12,12.467676,0.024738
20,12,14.384787,0.173168
20,12,16.362728,-0.024738
20,12,18.339367,-0.049477
20,12,20.379928,-0.024738
20,12,22.684716,-0.024738
20,12,24.552959,0.000000
20,12,26.491876,0.049477
20,12,28.414633,-0.074215
20,12,30.466752,0.000000
20,12,32.395725,0.000000
20,12,34.465128,-0.148430
20,12,36.461660,-0.049477
20,12,38.458279,0.074215
20,12,40.532815,0.000000
20,12,42.533595,0.049477
20,12,44.456978,0.049477
20,12,46.547075,0.000000
20,12,48.539088,0.000000
20,12,50.485281,-0.024738
20,12,52.601824,0.000000
20,12,54.462585,0.000000
20,12,56.679117,0.000000
20,12,58.469492,0.049477
20,12,60.428849,0.024738
20,12,62.502125,0.074215
20,12,64.696207,0.074215
20,12,66.713467,0.049477
20,12,68.479910,0.123691
20,12,70.471744,0.123691
20,12,72.726612,0.049477
20,12,74.254232,0.074215
20,12,76.448274,0.074215
20,12,78.371390,0.024738
20,13,1.678927,0.049477
20,13,3.638574,0.049477
20,13,5.719112,0.049477
20,13,7.704179,-0.024738
20,13,9.854174,-0.024738
20,13,11.528675,-0.049477
20,13,13.631550,-0.049477
20,13,15.473169,-0.049477
20,13,17.568814,-0.049477
20,13,19.607874,0.074215
20,13,21.602003,0.074215
20,13,23.820148,0.024738
20,13,25.775370,0.024738
20,13,27.547865,0.000000
20,13,29.584130,-0.148430
20,13,31.608906,0.148430
20,13,33.462419,0.173168
20,13,35.604744,0.000000
20,13,37.820601,0.000000
20,13,39.612527,0.148430
20,13,41.844454,0.148430
20,13,43.662123,0.074215
20,13,45.685374,0.123691
20,13,47.808439,0.000000
20,13,49.766516,0.000000
20,13,51.787487,0.049477
20,13,53.487143,0.049477
20,13,55.653671,0.000000
20,13,57.880239,0.049477
20,13,59.946680,0.000000
20,13,61.895342,0.000000
20,13,63.897133,0.123691
20,13,65.880838,0.074215
20,13,67.855044,0.074215
20,13,69.866916,0.049477
20,13,71.633857,0.049477
20,13,73.721634,0.123691
20,13,75.613025,0.049477
20,13,77.620394,0.123691
20,13,79.824530,0.074215
20,14,0.707526,0.148430
20,14,2.570372,0.049477
20,14,4.599311,0.148430
20,14,6.845709,0.074215
20,14,8.822305,0.000000
20,14,10.819365,0.000000
20,14,12.741918,-0.024738
20,14,14.735342,0.024738
20,14,16.633956,0.024738
20,14,18.728704,-0.024738
20,14,20.876775,-0.049477
20,14,22.663391,-0.024738
20,14,24.654821,0.000000
20,14,26.730352,0.000000
20,14,28.707256,-0.049477
20,14,30.766337,-0.074215
20,14,32.851183,0.000000
20,14,34.928677,0.123691
20,14,36.762447,0.024738
20,14,39.020699,0.049477
20,14,40.767022,0.123691
20,14,43.009652,0.074215
20,14,44.734557,0.049477
20,14,46.876815,-0.049477
20,14,49.008432,0.000000
20,14,51.000449,0.123691
20,14,52.852541,0.074215
20,14,54.771428,0.123691
20,14,56.838043,0.000000
20,14,58.780159,0.049477
20,14,60.821732,0.049477
20,14,62.825233,-0.049477
20,14,64.876414,0.074215
20,14,66.877858,0.049477
20,14,68.747053,0.024738
20,14,70.865320,0.049477
20,14,72.768036,0.148430
20,14,74.875592,0.024738
20,14,76.887013,0.074215
20,14,78.876243,0.074215
20,15,1.685711,0.049477
20,15,3.671359,0.049477
20,15,5.645541,0.049477
20,15,7.671264,0.000000
20,15,9.477788,0.000000
20,15,11.478633,-0.024738
20,15,13.608089,-0.024738
20,15,15.614493,0.148430
20,15,17.721195,-0.148430
20,15,19.642659,0.049477
20,15,21.627849,-0.024738
20,15,23.641049,0.148430
20,15,25.659349,0.148430
20,15,27.817879,-0.074215
20,15,29.842186,0.000000
20,15,31.739666,0.173168
20,15,33.733231,0.173168
20,15,35.735822,-0.049477
20,15,37.736934,-0.049477
20,15,39.657518,0.000000
20,15,41.846676,0.049477
20,15,43.653600,0.024738
20,15,45.620596,0.024738
20,15,47.872288,0.074215
20,15,50.028605,0.000000
20,15,51.732547,0.000000
20,15,53.403286,0.074215
20,15,55.792940,0.000000
20,15,57.784797,0.074215
20,15,59.804768,0.074215
20,15,61.639353,0.074215
20,15,63.823100,0.049477
20,15,65.854587,0.123691
20,15,67.857999,0.123691
20,15,69.840293,0.123691
20,15,71.629582,0.123691
20,15,73.831214,0.074215
20,15,75.841569,0.074215
20,15,77.660535,0.074215
20,15,79.832394,0.123691
20,16,1.024897,0.049477
20,16,2.643851,0.148430
20,16,4.818359,0.148430
20,16,6.794945,0.000000
20,16,8.910316,0.074215
20,16,10.894310,0.074215
20,16,12.936878,-0.049477
20,16,14.943373,-0.049477
20,16,16.934828,0.000000
20,16,18.714899,0.173168
20,16,20.471266,-0.049477
20,16,22.999927,-0.024738
20,16,24.755268,0.000000
20,16,27.007801,-0.346336
20,16,28.894747,0.247383
20,16,30.927649,-0.148430
20,16,32.879274,0.049477
20,16,34.853164,0.000000
20,16,36.946224,-0.049477
20,16,38.890484,-0.049477
20,16,40.929621,0.024738
20,16,42.865465,0.049477
20,16,44.829155,0.024738
20,16,46.856818,0.024738
20,16,48.932919,0.024738
20,16,51.005233,0.074215
20,16,52.785842,0.024738
20,16,54.990814,0.074215
20,16,56.922079,0.000000
20,16,58.999487,0.049477
20,16,60.820866,0.074215
20,16,62.976683,0.074215
20,16,64.935070,0.024738
20,16,67.008304,0.123691
20,16,68.967695,0.123691
20,16,70.966615,0.049477
20,16,72.849040,0.049477
20,16,74.969307,0.049477
20,16,76.925554,0.049477
20,16,78.820005,0.074215
20,17,0.197078,0.074215
20,17,2.186002,0.024738
20,17,4.173046,0.024738
20,17,6.182806,0.123691
20,17,8.166557,-0.049477
20,17,10.091396,0.148430
20,17,12.075829,0.148430
20,17,13.836592,-0.024738
20,17,15.910671,-0.024738
20,17,18.104247,-0.049477
20,17,20.165280,-0.049477
20,17,22.174641,-0.074215
20,17,23.951109,-0.321598
20,17,26.104585,0.173168
20,17,28.400118,0.173168
20,17,30.243233,-0.074215
20,17,32.189465,0.049477
20,17,34.179580,0.049477
20,17,36.191335,0.024738
20,17,38.172205,0.074215
20,17,40.187887,0.049477
20,17,42.189575,0.000000
20,17,43.961483,0.000000
20,17,46.210164,0.049477
20,17,48.175369,0.024738
20,17,50.174314,0.024738
20,17,52.169823,0.024738
20,17,54.187120,0.024738
20,17,56.204306,0.000000
20,17,58.178400,0.049477
20,17,60.103165,-0.024738
20,17,62.170966,0.024738
20,17,64.190376,0.024738
20,17,66.187644,0.074215
20,17,68.181241,0.074215
20,17,70.180311,0.000000
20,17,72.182993,0.074215
20,17,74.079248,0.074215
20,17,76.181869,0.074215
20,17,77.934049,0.074215
20,17,80.161796,0.123691
20,18,1.582547,0.049477
20,18,3.526076,0.123691
20,18,5.559163,0.049477
20,18,7.445680,0.148430
20,18,9.398717,0.000000
20,18,11.429837,-0.049477
20,18,13.656591,-0.049477
20,18,15.656014,0.000000
20,18,17.646303,-0.049477
20,18,19.548471,0.024738
20,18,21.465069,-0.049477
20,18,23.564183,0.049477
20,18,25.646499,-0.074215
20,18,27.551658,0.074215
20,18,29.577756,0.123691
20,18,31.434834,0.000000
20,18,33.722982,0.049477
20,18,35.587355,0.049477
20,18,37.600711,0.074215
20,18,39.634010,0.024738
20,18,41.500760,0.074215
20,18,43.619491,0.049477
20,18,45.392316,0.074215
20,18,47.444939,0.123691
20,18,49.675404,0.049477
20,18,51.592969,0.049477
20,18,53.584474,0.024738
20,18,55.517723,0.123691
20,18,57.658139,0.148430
20,18,59.651775,0.148430
20,18,61.659731,0.074215
20,18,63.658747,0.049477
20,18,65.657563,0.074215
20,18,67.506451,0.148430
20,18,69.553560,0.049477
20,18,71.589608,0.123691
20,18,73.600367,0.074215
20,18,75.543964,0.074215
20,18,77.679611,0.049477
20,18,79.515893,0.049477
20,19,0.406446,0.024738
20,19,2.502484,0.049477
20,19,4.544336,-0.024738
20,19,6.751078,-0.024738
20,19,8.741504,-0.024738
20,19,10.829603,-0.024738
20,19,12.856058,-0.024738
20,19,14.747824,-0.049477
20,19,16.764169,-0.049477
20,19,18.827731,0.000000
20,19,20.888732,-0.049477
20,19,22.514883,-0.024738
20,19,24.815092,-0.049477
20,19,26.577529,-0.049477
20,19,28.623145,0.074215
20,19,30.656956,0.123691
20,19,32.764357,0.024738
20,19,34.869776,-0.123691
20,19,36.754046,0.024738
20,19,38.782364,0.148430
20,19,40.748862,0.024738
20,19,42.756442,-0.074215
20,19,44.777624,-0.024738
20,19,46.796652,0.049477
20,19,48.767278,-0.049477
20,19,50.728756,0.024738
20,19,52.748488,0.049477
20,19,54.843833,0.049477
20,19,56.816074,0.000000
20,19,58.830168,0.049477
20,19,60.776979,0.074215
20,19,62.843228,0.049477
20,19,64.846518,0.000000
20,19,66.820265,0.049477
20,19,68.646109,0.024738
20,19,70.562132,0.049477
20,19,72.825211,0.074215
20,19,74.618447,0.074215
20,19,76.755785,0.049477
20,19,78.804941,0.123691
20,19,80.827793,0.074215
40,0,0.034641,0.123691
40,0,2.073939,0.024738
40,0,4.052630,0.024738
40,0,6.091338,-0.024738
40,0,8.127697,-0.024738
40,0,9.915221,0.049477
40,0,12.247842,0.024738
40,0,13.782294,-0.024738
40,0,15.857722,-0.024738
40,0,18.056763,-0.024738
40,0,20.044515,-0.049477
40,0,22.030585,-0.024738
40,0,24.127804,0.123691
40,0,26.072823,-0.049477
40,0,28.027436,-0.049477
40,0,29.780308,0.024738
40,0,31.715661,-0.024738
40,0,33.792022,-0.049477
40,0,35.863629,0.049477
40,0,37.971398,0.000000
40,0,40.052067,0.049477
40,0,41.836631,-0.222645
40,0,44.107963,-0.222645
40,0,45.939577,0.222645
40,0,47.961444,0.000000
40,0,49.980248,0.000000
40,0,51.928809,0.222645
40,0,54.062823,0.148430
40,0,55.771239,0.000000
40,0,57.983066,0.000000
40,0,60.031057,0.173168
40,0,62.036480,0.000000
40,0,64.018146,0.000000
40,0,65.970882,0.024738
40,0,68.088526,0.123691
40,0,69.825550,0.024738
40,0,71.799731,0.024738
40,0,73.957608,0.049477
40,0,76.097487,0.024738
40,0,78.086353,0.024738
40,0,79.901599,0.074215
40,0,82.135727,0.074215
40,0,83.898982,0.049477
40,0,85.827840,0.074215
40,0,88.027207,0.173168
40,0,89.974074,0.074215
40,0,91.888269,0.074215
40,0,93.874934,0.074215
40,0,96.060590,0.049477
40,0,98.095845,0.123691
40,0,99.872457,0.049477
40,1,1.345498,0.049477
40,1,3.311174,0.123691
40,1,5.067872,0.000000
40,1,7.000456,-0.024738
40,1,9.176332,-0.024738
40,1,11.351200,-0.024738
40,1,13.394900,0.000000
40,1,15.327832,-0.049477
40,1,17.284906,0.024738
40,1,19.377451,-0.123691
40,1,21.254938,-0.123691
40,1,23.095549,0.000000
40,1,25.092904,-0.024738
40,1,27.028678,-0.024738
40,1,29.148068,0.148430
40,1,31.268651,0.024738
40,1,33.276917,-0.148430
40,1,35.250156,0.123691
40,1,37.271039,0.049477
40,1,39.269164,-0.074215
40,1,41.406286,-0.074215
40,1,43.272524,-0.024738
40,1,45.349059,-0.049477
40,1,47.181533,0.049477
40,1,49.360266,-0.024738
40,1,51.415613,0.074215
40,1,53.156339,-0.049477
40,1,55.165775,0.000000
40,1,57.281315,0.000000
40,1,59.367001,0.024738
40,1,61.167446,0.000000
40,1,63.287976,0.024738
40,1,65.277738,0.024738
40,1,67.026794,0.148430
40,1,69.073459,0.074215
40,1,71.209057,0.123691
40,1,73.155556,0.049477
40,1,75.326402,0.049477
40,1,77.391297,0.024738
40,1,79.392577,0.049477
40,1,81.408756,0.123691
40,1,83.262330,0.123691
40,1,85.259065,0.123691
40,1,87.274321,0.074215
40,1,89.261314,0.024738
40,1,91.275947,0.049477
40,1,93.317273,-0.049477
40,1,95.389712,-0.049477
40,1,97.444609,0.074215
40,1,99.409267,0.074215
40,2,0.191320,0.049477
40,2,2.367847,0.074215
40,2,4.453762,0.074215
40,2,6.447418,-0.024738
40,2,8.121427,0.000000
40,2,10.546002,0.000000
40,2,12.545243,0.074215
40,2,14.104839,0.074215
40,2,16.063875,0.000000
40,2,18.150972,-0.049477
40,2,20.354578,-0.049477
40,2,22.333656,-0.049477
40,2,24.380256,-0.049477
40,2,26.342750,-0.049477
40,2,28.376304,-0.074215
40,2,30.493144,0.000000
40,2,32.509658,0.000000
40,2,34.041079,-0.049477
40,2,36.173683,-0.074215
40,2,38.341364,0.000000
40,2,40.414300,-0.049477
40,2,42.242546,0.024738
40,2,44.413024,-0.173168
40,2,46.178598,0.024738
40,2,48.399216,-0.074215
40,2,50.292183,0.148430
40,2,52.303827,0.024738
40,2,54.410300,0.000000
40,2,56.325337,0.049477
40,2,58.214294,0.049477
40,2,60.257395,0.049477
40,2,62.205744,0.049477
40,2,64.037957,0.049477
40,2,66.173119,0.000000
40,2,68.175581,0.049477
40,2,70.379424,0.148430
40,2,72.173586,0.148430
