t_sys,force_FR,force_est_FR,force_FL,force_est_FL,force_RR,force_est_RR,force_RL,force_est_RL
3921.284877,140,0,138,0,160,0,153,0
3921.286894,140,0,138,0,160,0,153,0
3921.288873,140,0,138,0,160,0,153,0
3921.290787,140,0,138,0,160,0,153,0
3921.292885,140,0,138,0,160,0,153,0
3921.294882,140,0,138,0,160,0,153,0
3921.296876,140,0,138,0,160,0,153,0
3921.298616,140,0,138,0,160,0,153,0
3921.300960,140,0,138,0,160,0,153,0
3921.302820,140,0,138,0,160,0,153,0
3921.304820,140,0,138,0,160,0,153,0
3921.306977,140,0,138,0,160,0,153,0
3921.308962,140,0,138,0,160,0,153,0
3921.310752,140,0,138,0,160,0,153,0
3921.313000,140,0,138,0,160,0,153,0
3921.315072,140,0,138,0,160,0,153,0
3921.316959,140,0,138,0,160,0,153,0
3921.319084,140,0,138,0,160,0,153,0
3921.321061,140,0,138,0,160,0,153,0
3921.323020,140,0,138,0,160,0,153,0
3921.325017,140,0,138,0,160,0,153,0
3921.327016,140,0,138,0,160,0,153,0
3921.329013,140,0,138,0,160,0,153,0
3921.331026,140,0,138,0,160,0,153,0
3921.332762,140,0,138,0,160,0,153,0
3921.334952,140,0,138,0,160,0,153,0
3921.337108,140,0,138,0,160,0,153,0
3921.339077,140,0,138,0,160,0,153,0
3921.341047,140,0,138,0,160,0,153,0
3921.343052,140,0,138,0,160,0,153,0
3921.345054,140,0,138,0,160,0,153,0
3921.346998,140,0,138,0,160,0,153,0
3921.348909,140,0,138,0,160,0,153,0
3921.351014,140,0,138,0,160,0,153,0
3921.352990,140,0,138,0,160,0,153,0
3921.354979,140,0,138,0,160,0,153,0
3921.356960,140,0,138,0,160,0,153,0
3921.358983,140,0,138,0,160,0,153,0
3921.360965,140,0,138,0,160,0,153,0
3921.363051,140,0,138,0,160,0,153,0
3921.365053,140,0,138,0,160,0,153,0
3921.366938,140,0,138,0,160,0,153,0
3921.369061,140,0,138,0,160,0,153,0
3921.371053,140,0,138,0,160,0,153,0
3921.372993,140,0,138,0,160,0,153,0
3921.375015,140,0,138,0,160,0,153,0
3921.377024,140,0,138,0,160,0,153,0
3921.379031,140,0,138,0,160,0,153,0
3921.381008,140,0,138,0,160,0,153,0
3921.382934,140,0,138,0,160,0,153,0
