t_s,interval_ms,dropout
29.453408,2.346006,0
29.455174,1.766618,0
29.457058,1.883123,0
29.459435,2.377074,0
29.461363,1.928802,0
29.463124,1.760828,0
29.464923,1.798298,0
29.467006,2.083468,0
29.468979,1.972823,0
29.470821,1.842675,0
29.473540,2.718735,0
29.475334,1.793915,0
29.477012,1.677620,0
29.479139,2.127642,0
29.481116,1.976683,0
29.483163,2.046579,0
29.485179,2.015891,0
29.487025,1.846364,0
29.489323,2.298347,0
29.491138,1.814881,0
29.493335,2.197199,0
29.494946,1.611019,0
29.496998,2.052123,0
29.498938,1.939037,0
29.501164,2.226496,0
29.503296,2.132252,0
29.505381,2.084274,0
29.506857,1.476136,0
29.509331,2.474144,0
29.511542,2.211143,0
29.513023,1.480873,0
29.515003,1.979818,0
29.516879,1.876348,0
29.519195,2.315740,0
29.521046,1.851688,0
29.523789,2.742141,0
29.525267,1.478300,0
29.527046,1.778685,0
29.529543,2.497606,0
29.531432,1.888979,0
29.533295,1.863214,0
29.535118,1.823088,0
29.537001,1.882610,0
29.539203,2.201683,0
29.541079,1.876124,0
29.543090,2.010947,0
29.545343,2.252745,0
29.546913,1.570453,0
29.548935,2.022308,0
29.551197,2.261865,0
29.553452,2.255207,0
29.555194,1.741945,0
29.556983,1.788703,0
29.559156,2.173328,0
29.560957,1.801035,0
29.563053,2.096010,0
29.564969,1.915784,0
29.566874,1.904974,0
29.569045,2.170855,0
29.571053,2.007583,0
29.573465,2.412750,0
29.575093,1.627686,0
29.576965,1.871932,0
29.579244,2.279216,0
29.581121,1.876328,0
29.583416,2.295054,0
29.585092,1.676368,0
29.586777,1.684759,0
29.589132,2.355208,0
29.591092,1.959766,0
29.593332,2.240463,0
29.595044,1.712134,0
29.597074,2.029610,0
29.598867,1.792706,0
29.601125,2.258628,0
29.603342,2.217214,0
29.604962,1.619616,0
29.607041,2.079102,0
29.609095,2.053471,0
29.611198,2.103018,0
29.613360,2.162201,0
29.615089,1.729597,0
29.616829,1.740004,0
29.618892,2.062641,0
29.621002,2.110143,0
29.622962,1.960219,0
29.625040,2.077145,0
29.626993,1.953414,0
29.629289,2.296140,0
29.631081,1.791901,0
29.633413,2.331798,0
29.635257,1.844305,0
29.636959,1.701741,0
29.639274,2.315215,0
29.640946,1.671668,0
29.643345,2.399547,0
29.645209,1.864006,0
29.647017,1.807698,0
29.649298,2.281116,0
29.650870,1.571559,0
29.653399,2.529417,0
29.655294,1.894573,0
29.657038,1.744258,0
29.659193,2.155128,0
29.661343,2.150396,0
29.663299,1.955431,0
29.665070,1.771490,0
29.666975,1.904149,0
29.669066,2.091502,0
29.671076,2.009629,0
29.673449,2.373318,0
29.675236,1.787385,0
29.676884,1.648071,0
29.679113,2.228325,0
29.681084,1.971224,0
29.683337,2.253421,0
29.685241,1.903651,0
29.687027,1.785919,0
29.689106,2.079173,0
29.691307,2.200642,0
29.693296,1.989679,0
29.694964,1.667877,0
29.697026,2.061725,0
29.699257,2.230552,0
29.701281,2.024033,0
29.703431,2.150070,0
29.705263,1.832324,0
29.706994,1.731428,0
29.709324,2.329206,0
29.711294,1.969816,0
29.713039,1.745110,0
29.715304,2.265599,0
29.717027,1.722569,0
29.719309,2.282027,0
29.721406,2.096807,0
29.723483,2.077279,0
29.725336,1.852651,0
29.727038,1.701952,0
29.729296,2.258857,0
29.730837,1.540338,0
29.733194,2.356892,0
29.735058,1.863938,0
29.736801,1.743246,0
29.738705,1.904274,0
29.740690,1.985389,0
29.742774,2.083806,0
29.744950,2.175791,0
29.747043,2.092582,0
29.749317,2.274071,0
29.750968,1.650869,0
29.753247,2.279433,0
29.755134,1.887050,0
29.756902,1.768264,0
29.759080,2.177705,0
29.761288,2.208210,0
29.763143,1.855136,0
29.764964,1.820903,0
29.766996,2.031635,0
29.769146,2.150303,0
29.771228,2.081520,0
29.773362,2.133910,0
29.775121,1.759323,0
29.777027,1.905793,0
29.779124,2.097369,0
29.781263,2.138645,0
29.783097,1.834203,0
29.785172,2.075087,0
29.786887,1.715223,0
29.789158,2.270910,0
29.791068,1.909739,0
29.793306,2.238013,0
29.795115,1.809332,0
29.796969,1.853931,0
29.799258,2.289197,0
29.801243,1.984301,0
29.803316,2.073445,0
29.804897,1.581068,0
29.808978,4.080705,1
29.810021,1.043169,0
29.812003,1.982150,0
29.817284,5.280630,1
29.817903,0.618777,0
29.819094,1.191215,0
29.821142,2.048074,0
29.823217,2.075198,0
29.825076,1.858940,0
29.827023,1.947125,0
29.829197,2.173460,0
29.831178,1.981187,0
29.833081,1.903622,0
29.834909,1.827689,0
29.836789,1.879452,0
29.839274,2.484913,0
29.841094,1.820055,0
29.843530,2.436337,0
29.844973,1.442980,0
29.846975,2.001857,0
29.848866,1.890806,0
29.851208,2.342746,0
29.853373,2.164853,0
29.854777,1.404082,0
29.856911,2.133976,0
29.859257,2.345317,0
29.861152,1.895761,0
29.863062,1.909417,0
29.865146,2.084208,0
29.866978,1.832467,0
29.869279,2.300891,0
29.870814,1.534683,0
29.873166,2.352093,0
29.875164,1.997968,0
29.876969,1.804834,0
29.878898,1.929635,0
29.881094,2.195067,0
29.882971,1.877220,0
29.885194,2.222998,0
29.886976,1.782611,0
29.889156,2.180098,0
29.891176,2.019588,0
29.893098,1.921777,0
29.894981,1.883484,0
29.896743,1.761502,0
29.899128,2.385450,0
29.901294,2.165635,0
29.903062,1.768422,0
29.905261,2.199080,0
29.907045,1.783970,0
29.909279,2.233205,0
29.911161,1.882745,0
29.913382,2.220973,0
29.914834,1.452178,0
29.916900,2.065844,0
29.919200,2.299686,0
29.921149,1.949451,0
29.923319,2.169873,0
29.925085,1.766114,0
29.926897,1.811543,0
29.928979,2.081854,0
29.931162,2.182677,0
29.933264,2.102300,0
29.935098,1.833776,0
29.936991,1.893094,0
29.939134,2.142880,0
29.941004,1.870899,0
29.943171,2.166390,0
29.945034,1.862860,0
29.946952,1.918502,0
29.949256,2.303667,0
29.950789,1.532769,0
29.952983,2.194286,0
29.955101,2.118302,0
29.957042,1.940834,0
29.959142,2.100132,0
29.961464,2.321528,0
29.963029,1.564771,0
29.964881,1.852828,0
29.966782,1.900741,0
29.968878,2.096128,0
29.971262,2.383504,0
29.973521,2.259119,0
29.975057,1.536632,0
29.977012,1.954725,0
29.979218,2.205400,0
29.981022,1.804845,0
29.983066,2.043577,0
29.984916,1.850072,0
29.986893,1.976694,0
29.989125,2.231874,0
29.991013,1.888843,0
29.993438,2.424465,0
29.995168,1.730399,0
29.996953,1.784529,0
29.999064,2.110770,0
30.001150,2.086519,0
30.003473,2.323280,0
30.004975,1.501675,0
30.006811,1.835712,0
30.009204,2.393193,0
30.010906,1.702020,0
30.013041,2.134775,0
30.014987,1.946078,0
30.016765,1.778214,0
30.018743,1.978148,0
30.020765,2.021244,0
30.023339,2.574794,0
30.025109,1.769482,0
30.026840,1.730924,0
30.029107,2.267677,0
30.030826,1.718803,0
30.033271,2.444728,0
30.034669,1.398265,0
30.036833,2.163516,0
30.038857,2.023834,0
30.041020,2.163692,0
30.043181,2.161115,0
30.044951,1.769720,0
30.046779,1.827623,0
30.048815,2.036099,0
30.050705,1.890021,0
30.053259,2.554243,0
30.054963,1.703917,0
30.056848,1.884554,0
30.058971,2.123599,0
30.061091,2.119758,0
30.062936,1.845151,0
30.064857,1.921197,0
30.066771,1.914155,0
30.069030,2.259054,0
30.070870,1.839630,0
30.073251,2.381105,0
30.074807,1.555967,0
30.076812,2.005263,0
30.079060,2.247388,0
30.080938,1.878427,0
30.083109,2.170435,0
30.084851,1.742508,0
30.086977,2.126133,0
30.088699,1.721636,0
30.090988,2.288897,0
30.093069,2.081500,0
30.094886,1.816984,0
30.096955,2.068659,0
30.098949,1.994372,0
30.101102,2.152338,0
30.103310,2.208775,0
30.104991,1.680798,0
30.106820,1.828826,0
30.108757,1.937137,0
30.110985,2.227901,0
30.112807,1.821570,0
30.114608,1.800983,0
30.116777,2.169504,0
30.118976,2.198781,0
30.120981,2.005283,0
30.123078,2.096294,0
30.124780,1.702809,0
30.126757,1.976175,0
30.129066,2.309914,0
30.131113,2.046627,0
30.133181,2.068038,0
30.134915,1.733764,0
30.136704,1.789171,0
30.138850,2.146256,0
30.140892,2.041626,0
30.143057,2.164915,0
30.144866,1.809304,0
30.146737,1.870844,0
30.149156,2.418603,0
30.151093,1.937019,0
30.153435,2.342363,0
30.154937,1.502105,0
30.156834,1.896532,0
30.159049,2.215479,0
30.160989,1.939616,0
30.163077,2.088394,0
30.164864,1.786990,0
30.166625,1.761091,0
30.168948,2.322674,0
30.170714,1.766366,0
30.172999,2.284858,0
30.174788,1.788516,0
30.176772,1.984874,0
30.178958,2.185198,0
30.181074,2.116681,0
30.183180,2.105253,0
30.184700,1.520414,0
30.186769,2.068893,0
30.188855,2.085933,0
30.191071,2.216455,0
30.193149,2.077734,0
30.194825,1.676256,0
30.196830,2.004289,0
30.199117,2.287715,0
30.200957,1.839818,0
30.202969,2.012016,0
30.205033,2.063995,0
30.206807,1.774300,0
30.208933,2.125313,0
30.210986,2.052916,0
30.212985,1.999781,0
30.214888,1.902240,0
30.216776,1.888367,0
30.218899,2.122885,0
30.220839,1.939612,0
30.222917,2.078536,0
30.224703,1.785569,0
30.226684,1.981077,0
30.228936,2.252567,0
30.230711,1.774512,0
30.232935,2.224060,0
30.234758,1.823614,0
30.236817,2.058705,0
30.238893,2.076115,0
30.240866,1.972718,0
30.242988,2.122275,0
30.244789,1.800354,0
30.246784,1.995830,0
30.248834,2.049602,0
30.250881,2.047227,0
30.253135,2.253616,0
30.254623,1.488316,0
30.256809,2.186073,0
30.258994,2.184783,0
30.261344,2.349675,0
30.263183,1.839194,0
30.265103,1.920347,0
30.266813,1.709930,0
30.268950,2.136712,0
30.271004,2.054328,0
30.272916,1.911553,0
30.275097,2.180966,0
30.276811,1.714376,0
30.279024,2.213125,0
30.280695,1.670761,0
30.283144,2.448629,0
30.285344,2.200593,0
30.286945,1.600631,0
30.289300,2.354624,0
30.291275,1.975474,0
30.293583,2.308442,0
30.294689,1.105760,0
30.296758,2.069130,0
30.299103,2.345088,0
30.301082,1.978162,0
30.303218,2.136586,0
30.304906,1.687538,0
30.306821,1.915277,0
30.309101,2.279942,0
30.310741,1.640417,0
30.313181,2.439433,0
30.315004,1.823040,0
30.316830,1.826179,0
30.318888,2.057703,0
30.320989,2.101791,0
30.323182,2.192940,0
30.325087,1.904595,0
30.326690,1.602689,0
30.328695,2.005015,0
30.330914,2.219205,0
30.333217,2.302701,0
30.334741,1.524425,0
30.336664,1.922951,0
30.339053,2.389342,0
30.340973,1.919731,0
30.343486,2.512639,0
30.345035,1.548892,0
30.346836,1.801039,0
30.348745,1.909152,0
30.350882,2.137139,0
30.352891,2.009230,0
30.354940,2.048927,0
30.356832,1.891963,0
30.359023,2.190876,0
30.361057,2.033694,0
30.363146,2.089663,0
30.364826,1.679404,0
30.366795,1.969028,0
30.368713,1.918392,0
30.371114,2.400458,0
30.372945,1.831500,0
30.374960,2.014516,0
30.376810,1.850750,0
30.379104,2.294019,0
30.380959,1.855054,0
30.383256,2.297055,0
30.384891,1.634059,0
30.386981,2.090848,0
30.388988,2.006577,0
30.390965,1.976945,0
30.393310,2.345521,0
30.394981,1.670873,0
30.396813,1.832222,0
30.399119,2.305577,0
30.400727,1.607783,0
30.402947,2.220308,0
30.405019,2.071932,0
30.406854,1.835025,0
30.408936,2.082115,0
30.411321,2.384816,0
30.413251,1.929695,0
30.414887,1.636476,0
30.416942,2.055272,0
30.419180,2.237802,0
30.420903,1.723043,0
30.423165,2.261952,0
30.424829,1.663949,0
30.426839,2.009379,0
30.429041,2.202009,0
30.431103,2.062002,0
30.432760,1.656979,0
30.434971,2.211360,0
30.436654,1.683059,0
30.438827,2.172919,0
30.440821,1.993630,0
30.443214,2.393833,0
30.445010,1.795909,0
30.446821,1.810799,0
30.449023,2.201705,0
30.450959,1.936409,0
30.453119,2.159980,0
30.455002,1.883134,0
30.456777,1.775038,0
30.458877,2.099596,0
30.460731,1.854403,0
30.463146,2.414629,0
30.464664,1.518290,0
30.466827,2.163131,0
30.469225,2.397305,0
30.471041,1.816049,0
30.473335,2.294583,0
30.475157,1.821855,0
30.476829,1.671466,0
30.478755,1.926452,0
30.480775,2.019427,0
30.482719,1.944768,0
30.484723,2.003365,0
30.486761,2.038132,0
30.489112,2.350666,0
30.491037,1.925509,0
30.493189,2.152473,0
30.494855,1.665485,0
30.496797,1.942523,0
30.498768,1.970880,0
30.500782,2.013515,0
30.503061,2.279255,0
30.505025,1.964008,0
30.506813,1.787609,0
30.509036,2.223271,0
30.511424,2.388369,0
30.513435,2.011043,0
30.514816,1.380652,0
30.516932,2.115665,0
30.519198,2.266078,0
30.520939,1.740729,0
30.523029,2.090529,0
30.524955,1.926032,0
30.526831,1.875406,0
30.528951,2.120082,0
30.531089,2.138389,0
30.533110,2.020524,0
30.535128,2.018591,0
30.536828,1.699663,0
30.538952,2.124398,0
30.541053,2.101140,0
30.542968,1.914327,0
30.544736,1.768504,0
30.546880,2.143401,0
30.549047,2.167375,0
30.550825,1.778516,0
30.553269,2.444050,0
30.554928,1.658359,0
30.556772,1.844066,0
30.558931,2.158605,0
30.561092,2.161531,0
30.562983,1.891368,0
30.564579,1.595511,0
30.566514,1.935389,0
30.568505,1.990326,0
30.570548,2.042943,0
30.572626,2.078151,0
30.574866,2.240211,0
30.576786,1.919639,0
30.578799,2.012909,0
30.580731,1.932066,0
30.582893,2.162234,0
30.584689,1.796603,0
30.586706,2.016273,0
30.588711,2.005328,0
30.590980,2.268791,0
30.593051,2.071370,0
30.595094,2.042447,0
30.596822,1.728652,0
30.598828,2.006164,0
30.601083,2.254159,0
30.603189,2.106062,0
30.604948,1.759438,0
30.606707,1.759182,0
30.609155,2.447350,0
30.611364,2.209844,0
30.613408,2.043509,0
30.615035,1.627349,0
30.616838,1.802217,0
30.618873,2.035766,0
30.620888,2.014528,0
30.623570,2.682121,0
30.624950,1.380265,0
30.626835,1.884501,0
30.629168,2.333770,0
30.631036,1.867353,0
30.632916,1.880319,0
30.635031,2.114393,0
30.636865,1.834055,0
30.638861,1.995937,0
30.640830,1.969298,0
30.642990,2.160499,0
30.645045,2.055144,0
30.646781,1.735974,0
30.649069,2.287692,0
30.650842,1.772625,0
30.652933,2.091663,0
30.655077,2.143747,0
30.656873,1.795708,0
30.658887,2.013931,0
30.661166,2.278922,0
30.663247,2.080778,0
30.665006,1.759187,0
30.666812,1.806439,0
30.669003,2.190451,0
30.671072,2.069459,0
30.673268,2.196007,0
30.674946,1.678187,0
30.676844,1.897469,0
30.679125,2.281075,0
30.680996,1.871125,0
30.682914,1.917693,0
30.684788,1.873914,0
30.686608,1.820663,0
30.688774,2.166290,0
30.691012,2.237706,0
30.693166,2.153619,0
30.694894,1.727755,0
30.696836,1.942079,0
30.699112,2.276099,0
30.700968,1.856711,0
30.703207,2.238828,0
30.704725,1.517832,0
30.706819,2.093670,0
30.708934,2.114845,0
30.711138,2.204112,0
30.713305,2.167267,0
30.715062,1.756589,0
30.716838,1.776419,0
30.719179,2.341059,0
30.721268,2.088606,0
30.723535,2.267806,0
30.725183,1.647587,0
30.726835,1.652140,0
30.728960,2.124697,0
30.730997,2.036900,0
30.732691,1.694424,0
30.734763,2.071323,0
30.736689,1.926740,0
30.739016,2.326586,0
30.740835,1.819237,0
30.743286,2.450726,0
30.745053,1.767192,0
30.746829,1.775980,0
30.749157,2.328050,0
30.751108,1.951363,0
30.753206,2.097104,0
30.754869,1.663803,0
30.757011,2.141680,0
30.759031,2.019798,0
30.761237,2.206109,0
30.763471,2.233824,0
30.765102,1.631016,0
30.766801,1.699183,0
30.768740,1.939270,0
30.770738,1.997552,0
30.773208,2.469749,0
30.774828,1.620647,0
30.776837,2.009071,0
30.779193,2.355795,0
30.781018,1.825266,0
30.783350,2.331945,0
30.785172,1.821814,0
30.786839,1.666912,0
30.789003,2.164190,0
30.791061,2.057903,0
30.793282,2.220679,0
30.795106,1.824495,0
30.796849,1.742815,0
30.798649,1.799825,0
30.800870,2.220810,0
30.803134,2.264503,0
30.804932,1.798127,0
30.806841,1.908795,0
30.809002,2.160954,0
30.811064,2.061695,0
30.812735,1.670774,0
30.815045,2.310475,0
30.816788,1.742715,0
30.819058,2.270701,0
30.821079,2.020823,0
30.823204,2.124598,0
30.825037,1.833037,0
30.826843,1.805712,0
30.829222,2.379570,0
30.831165,1.942925,0
30.833266,2.101191,0
30.835054,1.787460,0
30.836839,1.785450,0
30.839075,2.235879,0
30.841028,1.952625,0
30.843170,2.142640,0
30.845125,1.955013,0
30.846838,1.712529,0
30.849005,2.167052,0
30.850770,1.764978,0
30.853186,2.415772,0
30.855063,1.877117,0
30.857001,1.938015,0
30.859205,2.203922,0
30.860647,1.442198,0
30.862794,2.146680,0
30.864759,1.965022,0
30.866810,2.051137,0
30.868862,2.052631,0
30.870954,2.091548,0
30.873439,2.485370,0
30.875180,1.741127,0
30.876837,1.656819,0
30.878729,1.891801,0
30.880956,2.227138,0
30.883159,2.202778,0
30.884966,1.806978,0
30.886824,1.857981,0
30.888942,2.118483,0
30.891040,2.097525,0
30.893268,2.228231,0
30.895000,1.731556,0
30.896841,1.841156,0
30.898960,2.119048,0
30.900892,1.932472,0
30.903261,2.368756,0
30.904994,1.732867,0
30.906798,1.804253,0
30.909085,2.286819,0
30.910996,1.911098,0
30.913139,2.142487,0
30.915036,1.897391,0
30.916826,1.789558,0
30.918969,2.143083,0
30.920993,2.024727,0
30.922955,1.962021,0
30.924908,1.952180,0
30.926842,1.934131,0
30.929117,2.274753,0
30.931101,1.984178,0
30.933136,2.035539,0
30.935186,2.049671,0
30.936838,1.651905,0
30.939007,2.168779,0
30.940881,1.874826,0
30.943152,2.270060,0
30.944920,1.768053,0
30.946822,1.902411,0
30.948998,2.176308,0
30.950995,1.996547,0
30.952951,1.955719,0
30.954797,1.846637,0
30.956833,2.035356,0
30.958657,1.824501,0
30.961073,2.416457,0
30.962912,1.838301,0
30.964769,1.856784,0
30.966729,1.960425,0
30.968967,2.238135,0
30.971055,2.087466,0
30.973148,2.092990,0
30.975150,2.002090,0
30.976909,1.759353,0
30.978941,2.032323,0
30.980902,1.960795,0
30.982787,1.885234,0
30.984767,1.979999,0
30.986759,1.991755,0
30.989332,2.572694,0
30.990732,1.400129,0
30.993333,2.600790,0
30.994969,1.636369,0
30.996905,1.936376,0
30.999175,2.269126,0
31.001008,1.833785,0
31.002991,1.982740,0
31.004678,1.687182,0
31.006866,2.187495,0
31.008824,1.958462,0
31.011268,2.443481,0
31.012748,1.480212,0
31.014551,1.802913,0
31.016602,2.051165,0
31.018650,2.047470,0
31.020751,2.101700,0
31.022914,2.162328,0
31.024792,1.878525,0
31.026637,1.844649,0
31.028803,2.166179,0
31.030753,1.949810,0
31.032750,1.997519,0
31.034676,1.925947,0
31.036673,1.997022,0
31.038651,1.977975,0
31.040628,1.977274,0
31.042793,2.164995,0
31.044820,2.026196,0
31.047034,2.213962,0
31.048913,1.879117,0
31.050811,1.898603,0
31.052977,2.165542,0
31.054916,1.939003,0
31.056769,1.852635,0
31.058923,2.154528,0
31.061177,2.253675,0
31.062961,1.784569,0
31.064787,1.825350,0
31.066703,1.916312,0
31.068633,1.929646,0
31.070708,2.075024,0
31.072943,2.235772,0
31.074929,1.985717,0
31.076687,1.758334,0
31.078719,2.031798,0
31.080720,2.001094,0
31.083068,2.347639,0
31.084672,1.603818,0
31.086829,2.157239,0
31.088762,1.933472,0
31.090779,2.016695,0
31.093143,2.363698,0
31.094925,1.782467,0
31.096840,1.914907,0
31.098657,1.816437,0
31.100961,2.303872,0
31.103199,2.237953,0
31.105055,1.856149,0
31.106835,1.780498,0
31.109136,2.300670,0
31.111141,2.005438,0
31.113394,2.252588,0
31.115090,1.696045,0
31.116611,1.520992,0
31.118852,2.240746,0
31.120932,2.080120,0
31.123158,2.226084,0
31.124810,1.652390,0
31.126969,2.158963,0
31.129047,2.077405,0
31.131248,2.201244,0
31.133289,2.041010,0
31.134826,1.536959,0
31.136775,1.949091,0
31.138970,2.195485,0
31.140905,1.934983,0
31.143200,2.294228,0
31.144788,1.588215,0
31.146687,1.899555,0
31.149052,2.364931,0
31.151117,2.064475,0
31.153180,2.063009,0
31.154874,1.693970,0
31.156845,1.970946,0
31.159099,2.254474,0
31.161136,2.036471,0
31.163081,1.945169,0
31.164654,1.573155,0
31.166704,2.050018,0
31.168706,2.001937,0
31.170778,2.071656,0
31.172814,2.036460,0
31.174772,1.958378,0
31.176862,2.090052,0
31.178959,2.096312,0
31.180913,1.954361,0
31.182712,1.798361,0
31.184693,1.981064,0
31.186754,2.061754,0
31.189171,2.416292,0
31.190941,1.770489,0
31.193405,2.463847,0
31.195056,1.650637,0
31.196963,1.907799,0
31.199105,2.141724,0
31.200741,1.635427,0
31.202926,2.185915,0
31.205062,2.135449,0
31.206762,1.699593,0
31.208744,1.982139,0
31.210786,2.042037,0
31.212968,2.181874,0
31.214774,1.806672,0
31.216812,2.037865,0
31.218716,1.904307,0
31.220686,1.969124,0
31.222930,2.244297,0
31.225199,2.268894,0
31.226751,1.551964,0
31.228846,2.095738,0
31.230889,2.042455,0
31.232916,2.026677,0
31.234833,1.917323,0
31.236749,1.915926,0
31.238705,1.956449,0
31.240811,2.106073,0
31.243198,2.387085,0
31.244854,1.655960,0
31.246824,1.970059,0
31.249135,2.310717,0
31.250880,1.744984,0
31.253214,2.334302,0
31.254710,1.495936,0
31.256832,2.121271,0
31.258851,2.019460,0
31.261011,2.160030,0
31.263222,2.210781,0
31.264939,1.717099,0
31.266833,1.893862,0
31.268912,2.078940,0
31.270610,1.697711,0
31.272903,2.293925,0
31.275025,2.121899,0
31.276833,1.807243,0
31.279003,2.170497,0
31.280784,1.780619,0
31.283463,2.679048,0
31.284997,1.534318,0
31.286982,1.984468,0
31.288945,1.963955,0
31.291045,2.099219,0
31.293178,2.133293,0
31.294874,1.696490,0
31.296836,1.961789,0
31.298724,1.887376,0
31.301159,2.435489,0
31.303159,1.999476,0
31.304919,1.760710,0
31.306771,1.852059,0
31.308919,2.147572,0
31.310948,2.028724,0
31.313305,2.357436,0
31.315045,1.739924,0
31.316714,1.668472,0
31.318866,2.152301,0
31.320889,2.023157,0
31.322995,2.106144,0
31.324897,1.902228,0
31.326809,1.911520,0
31.328929,2.120555,0
31.330912,1.982289,0
31.333269,2.357404,0
31.334916,1.646490,0
31.336934,2.018625,0
31.339151,2.217135,0
31.340926,1.775004,0
31.343115,2.188746,0
31.344980,1.864589,0
31.346817,1.836846,0
31.348866,2.049114,0
31.351043,2.177388,0
31.353024,1.980739,0
31.355022,1.998580,0
31.356842,1.819863,0
31.359080,2.238059,0
31.360985,1.904683,0
31.363069,2.083522,0
31.364812,1.743230,0
31.366615,1.803579,0
31.368614,1.998958,0
31.370669,2.055041,0
31.372667,1.997425,0
31.374653,1.985936,0
31.376872,2.219293,0
31.379239,2.367013,0
31.381082,1.842721,0
31.383066,1.984370,0
31.384879,1.813192,0
31.386790,1.910750,0
31.388691,1.901229,0
31.390725,2.033990,0
31.392819,2.094000,0
31.394856,2.036541,0
31.396752,1.896503,0
31.398999,2.246325,0
31.401025,2.026375,0
31.402921,1.895807,0
31.404671,1.749843,0
31.406816,2.145729,0
31.409042,2.225208,0
31.411079,2.037688,0
31.413148,2.068900,0
31.415020,1.872343,0
31.416809,1.788652,0
31.419163,2.353989,0
31.420932,1.768917,0
31.423001,2.069202,0
31.424901,1.899993,0
31.426811,1.909798,0
31.428688,1.877393,0
31.431096,2.407675,0
31.433295,2.198692,0
31.434918,1.623225,0
31.436790,1.871625,0
31.439025,2.235618,0
31.440932,1.906959,0
31.443196,2.264140,0
31.444822,1.625950,0
31.446726,1.904071,0
31.448891,2.164547,0
31.451143,2.251671,0
31.453155,2.011895,0
31.454880,1.725225,0
31.456938,2.057871,0
31.458723,1.785673,0
31.461144,2.420363,0
31.463220,2.075922,0
31.464699,1.479594,0
31.466840,2.140504,0
31.468873,2.033640,0
31.470861,1.987851,0
31.473010,2.149101,0
31.474924,1.913823,0
31.476674,1.749581,0
31.479101,2.427095,0
31.480966,1.865182,0
31.482787,1.820802,0
31.484828,2.040954,0
31.486806,1.978153,0
31.488947,2.140937,0
31.490752,1.804754,0
31.493227,2.475456,0
31.494759,1.532423,0
31.496829,2.069170,0
31.499182,2.353491,0
31.500698,1.516432,0
31.503086,2.387395,0
31.504888,1.802523,0
31.506642,1.753843,0
31.508676,2.033428,0
31.510698,2.022524,0
31.513393,2.694457,0
31.514952,1.559562,0
31.516979,2.027081,0
31.518911,1.931300,0
31.521150,2.238905,0
31.523189,2.039935,0
31.524795,1.605394,0
31.526812,2.016750,0
31.528675,1.863556,0
31.531003,2.327476,0
31.533178,2.175079,0
31.535021,1.843182,0
31.536749,1.728398,0
31.539065,2.315382,0
31.540908,1.843617,0
31.543145,2.236466,0
31.544782,1.637512,0
31.546810,2.027984,0
31.549089,2.278610,0
31.550856,1.766965,0
31.553155,2.298998,0
31.554703,1.547816,0
31.556919,2.216514,0
31.559115,2.196303,0
31.561008,1.892358,0
31.562721,1.713549,0
31.564742,2.020942,0
31.566741,1.998257,0
31.568968,2.227160,0
31.570852,1.884105,0
31.572772,1.920500,0
31.574697,1.924672,0
31.576720,2.022878,0
31.578886,2.165767,0
31.581125,2.239778,0
31.583316,2.190638,0
31.584912,1.596024,0
31.586826,1.914262,0
31.588958,2.131276,0
31.590990,2.032001,0
31.593149,2.158894,0
31.594690,1.541631,0
31.596807,2.116532,0
31.599009,2.201937,0
31.600832,1.823134,0
31.602822,1.990302,0
31.604999,2.177416,0
31.606770,1.770782,0
31.608762,1.991479,0
31.611211,2.448947,0
31.613394,2.183578,0
31.614832,1.437718,0
31.616947,2.115088,0
31.619021,2.073494,0
31.620671,1.650508,0
31.622926,2.254998,0
31.625294,2.367936,0
31.627007,1.713058,0
31.629630,2.623389,0
31.631114,1.483678,0
31.633475,2.361050,0
31.634990,1.515009,0
31.636776,1.785846,0
31.639006,2.229882,0
31.640888,1.882538,0
31.643158,2.269199,0
31.645049,1.891245,0
31.646837,1.787906,0
31.648698,1.861131,0
31.651025,2.326741,0
31.653353,2.328731,0
31.655039,1.686044,0
31.656835,1.795329,0
31.659106,2.271455,0
31.660973,1.866448,0
31.662650,1.677548,0
31.664771,2.120792,0
31.666772,2.000513,0
31.668729,1.957403,0
31.671019,2.289588,0
31.673373,2.354846,0
31.675146,1.772318,0
31.676842,1.696660,0
31.679087,2.244199,0
31.680803,1.716099,0
31.683132,2.329843,0
31.685023,1.890104,0
31.686694,1.671459,0
31.689016,2.321812,0
31.690948,1.932083,0
31.693289,2.341356,0
31.695214,1.924304,0
31.696914,1.700093,0
31.698828,1.914803,0
31.700786,1.957429,0
31.703122,2.335643,0
31.704888,1.766428,0
31.706836,1.947858,0
31.708839,2.003479,0
31.711165,2.326042,0
31.713233,2.068064,0
31.714938,1.704922,0
31.716814,1.875231,0
31.718735,1.921424,0
31.721080,2.344625,0
31.723186,2.106091,0
31.724882,1.696256,0
31.726829,1.947021,0
31.729169,2.339728,0
31.730913,1.744636,0
31.732898,1.984786,0
31.734830,1.932245,0
31.736773,1.942147,0
31.738737,1.964240,0
31.740698,1.960889,0
31.743281,2.582899,0
31.744825,1.544365,0
31.746816,1.991399,0
31.749070,2.253720,0
31.750866,1.795809,0
31.753230,2.363903,0
31.755072,1.842154,0
31.756681,1.609508,0
31.758996,2.314509,0
31.760953,1.956622,0
31.763215,2.262845,0
31.765049,1.834025,0
31.766768,1.718817,0
31.768931,2.162353,0
31.770722,1.790921,0
31.772998,2.276604,0
31.774848,1.849488,0
31.776690,1.842207,0
31.778980,2.290606,0
31.781038,2.057380,0
31.783139,2.101104,0
