t_sys,q_FR_hip,dq_FR_hip,tau_FR_hip,q_FR_thigh,dq_FR_thigh,tau_FR_thigh,q_FR_calf,dq_FR_calf,tau_FR_calf,q_FL_hip,dq_FL_hip,tau_FL_hip,q_FL_thigh,dq_FL_thigh,tau_FL_thigh,q_FL_calf,dq_FL_calf,tau_FL_calf,q_RR_hip,dq_RR_hip,tau_RR_hip,q_RR_thigh,dq_RR_thigh,tau_RR_thigh,q_RR_calf,dq_RR_calf,tau_RR_calf,q_RL_hip,dq_RL_hip,tau_RL_hip,q_RL_thigh,dq_RL_thigh,tau_RL_thigh,q_RL_calf,dq_RL_calf,tau_RL_calf
4980.608201,0.06975201,-0.02712867,-0.66793358,0.70493579,-0.25190905,0.17316797,-1.48116434,0.04650629,7.11225605,-0.05697495,0.07363495,0.42055079,0.72694755,-0.13176781,-0.27212110,-1.49790907,0.07481446,8.39246178,0.06387311,-0.08526152,-0.02473828,0.86016321,-0.14726990,-0.14842969,-1.52820754,0.06672641,8.20280170,-0.02136344,0.04263076,-0.04947656,0.82419348,-0.25190905,0.79162502,-1.54244089,0.29925784,8.10797215
4980.610175,0.06978229,0.01937762,-0.69267190,0.70454216,-0.24415801,0.27212110,-1.48100638,0.08088050,7.20708609,-0.05694467,-0.03875524,0.42055079,0.72652364,-0.14339438,-0.27212110,-1.49787748,0.02022013,8.25021744,0.06381255,-0.03100419,-0.04947656,0.86016321,-0.14726990,-0.14842969,-1.52804959,0.06066037,8.10797215,-0.02133316,0.08526152,-0.02473828,0.82419348,-0.25190905,0.79162502,-1.54201436,0.28712577,8.20280170
4980.612209,0.06978229,0.04263076,-0.64319533,0.70417881,-0.20152724,0.24738282,-1.48100638,0.08088050,7.20708609,-0.05694467,-0.05425733,0.44528908,0.72631168,-0.13176781,-0.24738282,-1.49787748,-0.01213207,8.29763222,0.06378227,0.01550210,-0.14842969,0.85964853,-0.11239019,-0.17316797,-1.52770209,0.09099056,8.20280170,-0.02133316,0.03875524,0.00000000,0.82304293,-0.31004190,0.89057815,-1.54161942,0.24264149,8.20280170
4980.614197,0.06972173,-0.01550210,-0.64319533,0.70381546,-0.18214962,0.24738282,-1.48067462,0.09099056,7.06484079,-0.05691439,0.00000000,0.44528908,0.72600889,-0.22865590,-0.24738282,-1.49784589,0.01213207,8.29763222,0.06369144,-0.02325314,-0.07421485,0.85937601,-0.17439857,-0.17316797,-1.52748096,0.10110062,8.06055641,-0.02130288,0.04263076,0.04947656,0.82240713,-0.35654819,0.86583984,-1.54082966,0.19006917,8.20280170
4980.616254,0.06966117,-0.06975943,-0.59371877,0.70351267,-0.08526152,0.22264454,-1.48050082,0.07481446,7.11225605,-0.05694467,-0.03875524,0.44528908,0.72573644,-0.20152724,-0.22264454,-1.49783003,0.00808805,8.25021744,0.06366116,0.01550210,-0.07421485,0.85913378,-0.11239019,-0.17316797,-1.52727556,0.08492453,8.10797215,-0.02130288,0.03100419,0.00000000,0.82183182,-0.27516219,0.89057815,-1.54048204,0.19411319,8.20280170
4980.618167,0.06966117,0.03875524,-0.64319533,0.70317960,-0.12014124,0.22264454,-1.48029554,0.10716666,7.11225605,-0.05697495,-0.04650629,0.42055079,0.72543365,-0.20540276,-0.17316797,-1.49779844,0.02022013,8.39246178,0.06360060,-0.01162657,-0.14842969,0.85877043,-0.13564333,-0.12369141,-1.52705443,0.09503458,8.10797215,-0.02133316,-0.01162657,0.00000000,0.82119602,-0.39142790,0.86583984,-1.54018188,0.17591508,8.25021744
4980.619979,0.06954008,-0.03875524,-0.66793358,0.70287693,-0.15889648,0.17316797,-1.48013759,0.05459433,7.20708609,-0.05697495,-0.01937762,0.47002736,0.72513092,-0.15114543,-0.14842969,-1.49778271,0.00000000,8.29763222,0.06360060,0.01162657,-0.14842969,0.85831630,-0.23640695,-0.04947656,-1.52681744,0.10918867,8.10797215,-0.02130288,0.00000000,-0.02473828,0.82071161,-0.29453981,0.86583984,-1.53994489,0.11525472,8.25021744
4980.622175,0.06941897,-0.08913705,-0.64319533,0.70254385,-0.20927830,0.14842969,-1.47991633,0.10312264,7.39674616,-0.05700523,-0.05425733,0.47002736,0.72473729,-0.24415801,-0.14842969,-1.49770367,0.07279245,8.25021744,0.06357032,-0.01937762,-0.14842969,0.85831630,-0.23640695,-0.04947656,-1.52681744,0.10918867,8.10797215,-0.02130288,0.03487971,0.00000000,0.82071161,-0.29453981,0.86583984,-1.53994489,0.11525472,8.25021744
4980.624176,0.06935841,-0.02712867,-0.64319533,0.70254385,-0.20927830,0.14842969,-1.47991633,0.10312264,7.39674616,-0.05697495,-0.01162657,0.47002736,0.72473729,-0.24415801,-0.14842969,-1.49770367,0.07279245,8.25021744,0.06357032,-0.01937762,-0.14842969,0.85780156,-0.24415801,-0.12369141,-1.52656472,0.10312264,8.20280170,-0.02130288,0.03487971,0.00000000,0.82016659,-0.27516219,0.86583984,-1.53970802,0.09301257,8.48729229
4980.626223,0.06926757,-0.04263076,-0.64319533,0.70169604,-0.25190905,0.22264454,-1.47947407,0.13345282,7.39674616,-0.05694467,0.05038181,0.47002736,0.72434366,-0.24803352,-0.12369141,-1.49770367,0.00606604,8.20280170,0.06354004,-0.00387552,-0.14842969,0.85725659,-0.21702933,-0.07421485,-1.52626455,0.14356288,8.10797215,-0.02130288,0.00000000,0.00000000,0.81916738,-0.24803352,0.86583984,-1.53942370,0.18198112,8.43987751
4980.628090,0.06926757,0.02325314,-0.64319533,0.70130241,-0.20927830,0.27212110,-1.47926867,0.09907861,7.25450134,-0.05694467,-0.00387552,0.44528908,0.72379863,-0.28678876,-0.12369141,-1.49765635,0.02628616,8.25021744,0.06350976,0.02325314,-0.07421485,0.85659045,-0.25190905,-0.07421485,-1.52585387,0.20220123,8.06055641,-0.02127260,0.04650629,-0.02473828,0.81877381,-0.24803352,0.86583984,-1.53906035,0.18602514,8.43987751
4980.630220,0.06920701,-0.04263076,-0.64319533,0.70130241,-0.20927830,0.27212110,-1.47926867,0.09907861,7.25450134,-0.05697495,-0.02325314,0.51950395,0.72279954,-0.27903771,-0.07421485,-1.49760890,-0.04044025,8.25021744,0.06350976,0.00000000,-0.17316797,0.85559130,-0.18214962,-0.17316797,-1.52544308,0.22646539,8.01314163,-0.02124232,0.08526152,0.00000000,0.81877381,-0.24803352,0.86583984,-1.53877592,0.13143080,8.43987751
4980.632209,0.06926757,0.03875524,-0.69267190,0.70027304,-0.23640695,0.27212110,-1.47903180,0.11929873,7.30191612,-0.05703551,-0.09301257,0.47002736,0.72240591,-0.19765173,-0.12369141,-1.49757731,0.01213207,8.25021744,0.06347948,-0.05425733,-0.14842969,0.85513717,-0.15502095,-0.07421485,-1.52489018,0.20220123,8.06055641,-0.02124232,0.04650629,0.04947656,0.81844079,-0.16277200,0.79162502,-1.53838110,0.12334275,8.48729229
4980.634209,0.06920701,-0.07363495,-0.66793358,0.69987941,-0.14726990,0.32159767,-1.47873163,0.12738679,7.30191612,-0.05697495,0.00000000,0.47002736,0.72240591,-0.19765173,-0.12369141,-1.49751413,0.05257232,8.29763222,0.06350976,0.00387552,-0.17316797,0.85513717,-0.15502095,-0.07421485,-1.52435315,0.20624527,8.10797215,-0.02124232,-0.01162657,-0.02473828,0.81798661,-0.26741114,0.89057815,-1.53808093,0.15165094,8.67695236
4980.636241,0.06920701,-0.06200838,-0.66793358,0.69948578,-0.17439857,0.27212110,-1.47836828,0.14760691,7.20708609,-0.05697495,0.01550210,0.47002736,0.72201228,-0.15889648,-0.12369141,-1.49748254,0.01819811,8.25021744,0.06350976,0.01550210,-0.12369141,0.85459214,-0.20927830,-0.07421485,-1.52387917,0.22242136,8.10797215,-0.02118176,0.07363495,0.00000000,0.81762326,-0.23640695,0.86583984,-1.53787553,0.07077044,8.58212185
4980.637971,0.06920701,-0.08913705,-0.69267190,0.69948578,-0.17439857,0.27212110,-1.47809970,0.09503458,7.30191612,-0.05694467,0.05425733,0.47002736,0.72177005,-0.13176781,-0.17316797,-1.49743509,0.04852830,8.25021744,0.06350976,0.00000000,-0.17316797,0.85404718,-0.24803352,-0.12369141,-1.52342105,0.20220123,8.06055641,-0.02115148,0.04263076,0.00000000,0.81713879,-0.21702933,0.96479297,-1.53774917,0.05459433,8.48729229
4980.640211,0.06923729,-0.02712867,-0.66793358,0.69915271,-0.13951886,0.27212110,-1.47775221,0.09301257,7.30191612,-0.05694467,0.02325314,0.47002736,0.72146726,-0.17827410,-0.14842969,-1.49743509,-0.00404402,8.25021744,0.06354004,0.01550210,-0.17316797,0.85341132,-0.24803352,-0.02473828,-1.52299464,0.18400313,8.10797215,-0.02115148,0.04263076,0.00000000,0.81668466,-0.18990067,0.94005471,-1.53763866,0.05055031,8.58212185
4980.642184,0.06926757,0.00387552,-0.64319533,0.69878936,-0.18990067,0.27212110,-1.47749949,0.05257232,7.39674616,-0.05691439,0.04650629,0.54424220,0.72113425,-0.22478038,-0.12369141,-1.49740350,0.00202201,8.29763222,0.06354004,0.01550210,-0.17316797,0.85283607,-0.18602514,-0.04947656,-1.52263129,0.17591508,8.20280170,-0.02106065,0.13951886,-0.02473828,0.81607914,-0.28291324,0.84110159,-1.53752804,0.07077044,8.96144295
4980.644220,0.06932813,0.01162657,-0.66793358,0.69845641,-0.17827410,0.32159767,-1.47726250,0.08088050,7.25450134,-0.05685383,0.07363495,0.51950395,0.72092229,-0.15114543,-0.17316797,-1.49735618,-0.00606604,8.29763222,0.06360060,0.03875524,-0.17316797,0.85235161,-0.20540276,-0.04947656,-1.52228367,0.20826729,8.10797215,-0.02096981,0.03487971,0.00000000,0.81562495,-0.29841533,0.84110159,-1.53735423,0.12334275,8.81919765
4980.646191,0.06938869,0.01550210,-0.64319533,0.69812334,-0.17827410,0.37107423,-1.47707295,0.10514465,7.25450134,-0.05679327,0.05038181,0.51950395,0.72064984,-0.20152724,-0.07421485,-1.49726140,0.05661635,8.29763222,0.06360060,0.00000000,-0.07421485,0.85189748,-0.22090487,-0.12369141,-1.52201521,0.14356288,8.06055641,-0.02084869,0.06588390,0.00000000,0.81529188,-0.22865590,0.79162502,-1.53714895,0.14760691,8.81919765
4980.648203,0.06947953,0.06200838,-0.66793358,0.69736636,-0.21702933,0.37107423,-1.47688341,0.10918867,7.25450134,-0.05673271,0.05425733,0.47002736,0.72013509,-0.12789229,-0.14842969,-1.49719822,0.06470440,8.39246178,0.06366116,0.06200838,-0.14842969,0.85107994,-0.27516219,-0.02473828,-1.52173078,0.13345282,8.20280170,-0.02075785,0.06975943,0.04947656,0.81495881,-0.21315381,0.84110159,-1.53692770,0.13547485,8.77178288
4980.650107,0.06954008,0.01937762,-0.66793358,0.69736636,-0.21702933,0.37107423,-1.47666216,0.11929873,7.25450134,-0.05667216,0.06975943,0.51950395,0.72013509,-0.12789229,-0.14842969,-1.49713504,0.04852830,8.39246178,0.06366116,-0.01550210,-0.17316797,0.85068637,-0.20540276,-0.04947656,-1.52152550,0.11525472,8.25021744,-0.02066702,0.05813286,0.00000000,0.81432301,-0.17827410,0.79162502,-1.53665924,0.15165094,8.67695236
4980.652208,0.06963089,0.04650629,-0.69267190,0.69657910,-0.21702933,0.44528908,-1.47629893,0.09099056,7.25450134,-0.05664188,0.03487971,0.51950395,0.71962035,-0.17827410,-0.12369141,-1.49702442,0.03437421,8.39246178,0.06375200,0.08526152,-0.07421485,0.85068637,-0.20540276,-0.04947656,-1.52132010,0.10514465,8.20280170,-0.02054590,0.10076362,0.04947656,0.81432301,-0.17827410,0.79162502,-1.53639066,0.13143080,8.67695236
4980.653983,0.06966117,-0.02712867,-0.74214846,0.69618559,-0.18214962,0.47002736,-1.47629893,0.09099056,7.25450134,-0.05658132,0.04263076,0.54424220,0.71940839,-0.11626572,-0.14842969,-1.49702442,0.03437421,8.39246178,0.06375200,0.03100419,-0.14842969,0.85026246,-0.21315381,-0.02473828,-1.52117789,0.10918867,8.10797215,-0.02048540,0.03875524,0.00000000,0.81405056,-0.15502095,0.86583984,-1.53616953,0.16580501,8.77178288
4980.656256,0.06978229,0.03875524,-0.66793358,0.69582224,-0.17827410,0.44528908,-1.47607768,0.08088050,7.20708609,-0.05652076,0.06588390,0.44528908,0.71940839,-0.11626572,-0.14842969,-1.49696124,0.03841824,8.29763222,0.06381255,0.09301257,-0.17316797,0.84977806,-0.20927830,0.00000000,-1.52101994,0.07279245,8.20280170,-0.02036428,0.06975943,0.04947656,0.81368721,-0.17827410,0.86583984,-1.53586936,0.20220123,8.81919765
4980.658253,0.06981257,0.02325314,-0.69267190,0.69548917,-0.13951886,0.44528908,-1.47565114,0.06066037,7.11225605,-0.05649048,0.00387552,0.47002736,0.71919644,-0.12789229,-0.17316797,-1.49689806,0.02628616,8.39246178,0.06378227,0.03100419,-0.14842969,0.84926331,-0.23253144,0.00000000,-1.52090943,0.05661635,8.10797215,-0.02027345,0.05038181,0.00000000,0.81326330,-0.27516219,0.89057815,-1.53567982,0.11323269,8.81919765
4980.660211,0.06984285,0.01162657,-0.66793358,0.69515610,-0.14339438,0.44528908,-1.47541428,0.10716666,7.20708609,-0.05642992,0.02325314,0.47002736,0.71907538,-0.06588390,-0.12369141,-1.49678743,0.07481446,8.39246178,0.06381255,0.03875524,-0.07421485,0.84880912,-0.18602514,-0.02473828,-1.52079880,0.04246226,8.20280170,-0.02018261,0.03875524,0.00000000,0.81241554,-0.22865590,0.94005471,-1.53542709,0.11525472,8.96144295
4980.662231,0.06984285,-0.03487971,-0.66793358,0.69488358,-0.10851467,0.47002736,-1.47541428,0.10716666,7.20708609,-0.05642992,-0.05813286,0.54424220,0.71889371,-0.03487971,-0.24738282,-1.49669266,0.09705660,8.39246178,0.06387311,0.11239019,-0.14842969,0.84814304,-0.15114543,-0.07421485,-1.52068818,0.01213207,8.20280170,-0.02012205,0.06200838,0.04947656,0.81196135,-0.24803352,0.89057815,-1.53514266,0.16782704,8.81919765
4980.664209,0.06984285,-0.03100419,-0.64319533,0.69455051,-0.13951886,0.44528908,-1.47519314,0.08290251,7.11225605,-0.05636942,-0.02712867,0.54424220,0.71880287,-0.03875524,-0.17316797,-1.49658215,0.06470440,8.48729229,0.06384283,0.03875524,-0.14842969,0.84814304,-0.15114543,-0.07421485,-1.52051449,0.04852830,8.39246178,-0.02006149,0.03875524,0.04947656,0.81196135,-0.24803352,0.89057815,-1.53487420,0.11727672,9.05627251
4980.666211,0.06984285,-0.03875524,-0.64319533,0.69455051,-0.13951886,0.44528908,-1.47492456,0.10716666,7.11225605,-0.05630887,0.02712867,0.54424220,0.71880287,-0.03875524,-0.17316797,-1.49642408,0.09503458,8.43987751,0.06384283,0.03875524,-0.12369141,0.84784025,-0.07751048,-0.12369141,-1.52027750,0.11121068,8.25021744,-0.02003121,0.05813286,0.04947656,0.81150723,-0.23640695,0.79162502,-1.53454232,0.16580501,9.00885773
4980.668192,0.06984285,-0.00775105,-0.64319533,0.69391477,-0.17052305,0.51950395,-1.47468758,0.12536478,7.11225605,-0.05633914,-0.03487971,0.51950395,0.71871203,-0.05425733,-0.24738282,-1.49617136,0.16782704,8.43987751,0.06381255,-0.01162657,-0.14842969,0.84744668,-0.17827410,-0.12369141,-1.52005637,0.11929873,8.25021744,-0.02003121,-0.04263076,0.04947656,0.81111360,-0.24028248,0.84110159,-1.53414750,0.20422325,8.96144295
4980.669981,0.06984285,0.00387552,-0.66793358,0.69355142,-0.17439857,0.51950395,-1.47445059,0.12132075,7.06484079,-0.05633914,-0.03875524,0.51950395,0.71871203,-0.05425733,-0.24738282,-1.49593449,0.12334275,8.39246178,0.06384283,0.03875524,-0.14842969,0.84708333,-0.16664752,-0.02473828,-1.51985097,0.09503458,8.39246178,-0.02000093,0.03875524,0.07421485,0.81084108,-0.10076362,0.79162502,-1.53376842,0.21231131,9.05627251
4980.672186,0.06984285,0.01550210,-0.66793358,0.69315779,-0.22090487,0.54424220,-1.47421372,0.12334275,7.06484079,-0.05633914,-0.03100419,0.54424220,0.71868175,-0.03875524,-0.22264454,-1.49561846,0.17793709,8.39246178,0.06384283,0.03875524,-0.14842969,0.84662914,-0.23253144,-0.02473828,-1.51962984,0.09099056,8.29763222,-0.02003121,-0.01550210,0.04947656,0.81047773,-0.22090487,0.86583984,-1.53345239,0.14154087,9.00885773
4980.673853,0.06984285,0.01550210,-0.66793358,0.69315779,-0.22090487,0.54424220,-1.47397673,0.11323269,7.11225605,-0.05633914,-0.03100419,0.54424220,0.71862119,-0.06588390,-0.17316797,-1.49533415,0.14154087,8.39246178,0.06381255,-0.00775105,-0.04947656,0.84617501,-0.24803352,-0.02473828,-1.51939285,0.13547485,8.25021744,-0.02003121,-0.01550210,0.04947656,0.81011444,-0.23640695,0.86583984,-1.53307319,0.17591508,9.00885773
4980.676091,0.06984285,0.05425733,-0.64319533,0.69276416,-0.13951886,0.56898046,-1.47364497,0.12738679,7.20708609,-0.05636942,-0.09301257,0.54424220,0.71853042,-0.10851467,-0.24738282,-1.49490762,0.14760691,8.39246178,0.06381255,0.01937762,-0.14842969,0.84544832,-0.21702933,0.02473828,-1.51915586,0.07077044,8.20280170,-0.01997066,0.10463915,0.04947656,0.80963004,-0.18990067,0.89057815,-1.53267837,0.17389306,9.05627251
4980.678092,0.06972173,-0.08138600,-0.64319533,0.69221914,-0.10463915,0.56898046,-1.47345543,0.09301257,7.25450134,-0.05633914,0.00000000,0.54424220,0.71828818,-0.10851467,-0.14842969,-1.49463904,0.14962892,8.43987751,0.06381255,0.05038181,-0.14842969,0.84496391,-0.18602514,0.04947656,-1.51899791,0.06470440,8.25021744,-0.02006149,-0.04650629,0.04947656,0.80920613,-0.26353562,0.96479297,-1.53237820,0.15569495,9.00885773
4980.680098,0.06969145,-0.07363495,-0.56898046,0.69188619,-0.10463915,0.56898046,-1.47326589,0.06672641,7.11225605,-0.05630887,0.00387552,0.51950395,0.71798539,-0.21315381,-0.07421485,-1.49440217,0.13547485,8.43987751,0.06381255,0.04650629,-0.07421485,0.84496391,-0.18602514,0.04947656,-1.51899791,0.06470440,8.25021744,-0.02003121,0.00000000,0.04947656,0.80878222,-0.24803352,0.96479297,-1.53237820,0.15569495,9.00885773
4980.682087,0.06966117,-0.01162657,-0.64319533,0.69161367,-0.07363495,0.51950395,-1.47304475,0.09705660,7.11225605,-0.05639964,-0.06200838,0.51950395,0.71777344,-0.11626572,-0.12369141,-1.49424410,0.07481446,8.39246178,0.06378227,0.00387552,-0.07421485,0.84450972,-0.20927830,0.02473828,-1.51887155,0.05257232,8.39246178,-0.02000093,0.03875524,0.12369141,0.80878222,-0.24803352,0.96479297,-1.53210974,0.14154087,8.96144295
4980.684061,0.06960061,-0.01937762,-0.69267190,0.69161367,-0.07363495,0.51950395,-1.47304475,0.09705660,7.11225605,-0.05639964,-0.06200838,0.51950395,0.71777344,-0.11626572,-0.12369141,-1.49424410,0.07481446,8.39246178,0.06378227,0.00387552,-0.07421485,0.84417671,-0.14339438,-0.04947656,-1.51874518,0.06874842,8.67695236,-0.02000093,0.03875524,0.12369141,0.80841887,-0.15502095,0.94005471,-1.53184104,0.13345282,9.19851780
4980.686094,0.06947953,-0.07751048,-0.69267190,0.69115949,-0.07751048,0.54424220,-1.47282350,0.09301257,7.20708609,-0.05642992,-0.01550210,0.47002736,0.71713758,-0.21702933,-0.04947656,-1.49400723,0.05661635,8.29763222,0.06384283,-0.01162657,-0.07421485,0.84351057,-0.17052305,-0.07421485,-1.51863456,0.04044025,8.62953758,-0.02003121,0.00000000,0.04947656,0.80802530,-0.18602514,0.94005471,-1.53157258,0.13749684,9.10368729
4980.688109,0.06938869,-0.09301257,-0.69267190,0.69094753,-0.02325314,0.54424220,-1.47228646,0.13749684,7.11225605,-0.05646020,-0.03100419,0.51950395,0.71680456,-0.20152724,0.00000000,-1.49392819,0.05661635,8.29763222,0.06381255,0.02325314,-0.07421485,0.84351057,-0.17052305,-0.07421485,-1.51847661,0.05257232,8.62953758,-0.02003121,0.01937762,0.04947656,0.80766195,-0.18214962,0.89057815,-1.53135133,0.10716666,9.05627251
4980.689999,0.06932813,-0.07751048,-0.69267190,0.69058418,-0.12789229,0.64319533,-1.47198629,0.13547485,7.11225605,-0.05652076,-0.09301257,0.51950395,0.71641093,-0.20540276,0.00000000,-1.49383342,0.04650629,8.25021744,0.06381255,0.04263076,-0.07421485,0.84317756,-0.18214962,-0.04947656,-1.51827133,0.10110062,8.62953758,-0.02003121,0.00387552,0.07421485,0.80702615,-0.15114543,0.89057815,-1.53106713,0.16176100,9.05627251
4980.691993,0.06926757,-0.06200838,-0.66793358,0.69025111,-0.16664752,0.66793358,-1.47173357,0.09907861,7.11225605,-0.05655104,-0.10851467,0.51950395,0.71601737,-0.24415801,0.00000000,-1.49370706,0.08492453,8.25021744,0.06378227,0.01162657,-0.14842969,0.84281421,-0.15889648,-0.02473828,-1.51806593,0.10514465,8.58212185,-0.02003121,0.01162657,0.04947656,0.80702615,-0.15114543,0.89057815,-1.53075111,0.14558490,9.05627251
4980.693980,0.06920701,-0.05425733,-0.76688671,0.68985760,-0.18214962,0.66793358,-1.47173357,0.09907861,7.11225605,-0.05655104,-0.05425733,0.51950395,0.71568429,-0.18214962,0.00000000,-1.49370706,0.08492453,8.25021744,0.06381255,0.01937762,-0.12369141,0.84205729,-0.13951886,-0.02473828,-1.51784480,0.11323269,8.58212185,-0.02003121,0.03875524,0.12369141,0.80639029,-0.20927830,0.94005471,-1.53048253,0.18602514,9.05627251
4980.695958,0.06914645,-0.06588390,-0.69267190,0.68985760,-0.18214962,0.66793358,-1.47146499,0.11121068,7.20708609,-0.05661160,-0.07363495,0.47002736,0.71538150,-0.14339438,0.00000000,-1.49359643,0.04448427,8.25021744,0.06378227,0.00387552,-0.12369141,0.84166366,-0.15114543,0.00000000,-1.51759207,0.07885849,8.62953758,-0.02003121,0.00000000,0.04947656,0.80608749,-0.21315381,0.94005471,-1.53010345,0.16984905,9.05627251
4980.698069,0.06914645,-0.05813286,-0.69267190,0.68946397,-0.12401676,0.69267190,-1.47122800,0.10110062,7.25450134,-0.05661160,-0.01162657,0.51950395,0.71507871,-0.16664752,0.00000000,-1.49342275,0.08694653,8.29763222,0.06375200,-0.01937762,-0.04947656,0.84130031,-0.14726990,0.00000000,-1.51732349,0.13345282,8.48729229,-0.02000093,0.05813286,0.12369141,0.80608749,-0.21315381,0.94005471,-1.52975583,0.14558490,9.05627251
4980.699958,0.06917673,-0.00387552,-0.69267190,0.68873727,-0.12789229,0.64319533,-1.47097528,0.09705660,7.20708609,-0.05664188,-0.03100419,0.51950395,0.71483648,-0.11239019,0.00000000,-1.49328053,0.08694653,8.29763222,0.06378227,0.01550210,-0.12369141,0.84130031,-0.14726990,0.00000000,-1.51713395,0.09705660,8.67695236,-0.02000093,0.02712867,0.07421485,0.80578476,-0.15114543,0.96479297,-1.52947164,0.15973899,9.10368729
4980.702188,0.06914645,-0.05813286,-0.69267190,0.68873727,-0.12789229,0.64319533,-1.47065938,0.13547485,7.11225605,-0.05661160,0.01550210,0.44528908,0.71456403,-0.20540276,-0.04947656,-1.49312258,0.10918867,8.39246178,0.06381255,0.06200838,-0.04947656,0.84099758,-0.10463915,0.00000000,-1.51686537,0.13951886,8.81919765,-0.01997066,0.06975943,0.04947656,0.80536085,-0.20927830,0.96479297,-1.52921879,0.11525472,9.19851780
4980.704181,0.06917673,-0.02325314,-0.76688671,0.68810141,-0.12401676,0.66793358,-1.47042239,0.11121068,7.11225605,-0.05661160,0.01162657,0.44528908,0.71432179,-0.19765173,0.00000000,-1.49299622,0.08492453,8.48729229,0.06381255,0.05038181,-0.07421485,0.84075534,-0.10076362,-0.07421485,-1.51669157,0.09705660,8.81919765,-0.02003121,-0.05813286,0.07421485,0.80487645,-0.28678876,0.96479297,-1.52895021,0.14962892,9.19851780
4980.705986,0.06914645,0.01937762,-0.69267190,0.68776834,-0.12789229,0.66793358,-1.47009063,0.09099056,7.20708609,-0.05661160,-0.09301257,0.42055079,0.71414018,-0.12014124,0.00000000,-1.49286985,0.06066037,8.43987751,0.06384283,0.05038181,-0.07421485,0.84051311,-0.08526152,-0.07421485,-1.51637566,0.13951886,8.86661243,-0.01997066,0.03875524,0.04947656,0.80439198,-0.27903771,1.03900790,-1.52869749,0.13547485,9.10368729
4980.708071,0.06920701,0.03875524,-0.74214846,0.68749595,-0.17439857,0.69267190,-1.46980631,0.15367295,7.20708609,-0.05661160,0.01162657,0.44528908,0.71386766,-0.19765173,0.02473828,-1.49274349,0.05661635,8.29763222,0.06381255,0.02712867,-0.07421485,0.84011948,-0.10851467,-0.07421485,-1.51607549,0.17187107,8.77178288,-0.01994038,0.03875524,0.12369141,0.80387723,-0.29066429,1.03900790,-1.52841318,0.15973899,9.19851780
4980.710041,0.06917673,-0.00775105,-0.76688671,0.68749595,-0.17439857,0.69267190,-1.46952200,0.12738679,7.11225605,-0.05664188,-0.03487971,0.44528908,0.71386766,-0.19765173,0.02473828,-1.49263287,0.05863836,8.39246178,0.06378227,0.03487971,-0.07421485,0.84011948,-0.10851467,-0.07421485,-1.51575959,0.18602514,8.67695236,-0.01994038,0.03875524,0.12369141,0.80345339,-0.25966009,0.96479297,-1.52812886,0.15165094,9.19851780
4980.712173,0.06914645,-0.06200838,-0.76688671,0.68713260,-0.17827410,0.69267190,-1.46926928,0.11727672,7.11225605,-0.05664188,-0.01550210,0.44528908,0.71359515,-0.10851467,0.00000000,-1.49250650,0.05257232,8.43987751,0.06378227,-0.01937762,-0.12369141,0.83990753,-0.06975943,-0.07421485,-1.51526988,0.22646539,8.67695236,-0.01991010,0.00387552,0.07421485,0.80309004,-0.21315381,0.96479297,-1.52787614,0.11929873,9.19851780
4980.714209,0.06914645,-0.05038181,-0.76688671,0.68679953,-0.19765173,0.69267190,-1.46904802,0.10312264,7.20708609,-0.05664188,-0.03875524,0.42055079,0.71332264,-0.10463915,0.04947656,-1.49238014,0.07481446,8.39246178,0.06378227,-0.00775105,-0.04947656,0.83966535,-0.09301257,-0.04947656,-1.51485908,0.22242136,8.67695236,-0.01987982,0.00387552,0.04947656,0.80269647,-0.22090487,0.96479297,-1.52763915,0.07683647,9.10368729
4980.716247,0.06917673,0.00000000,-0.69267190,0.68649673,-0.10851467,0.74214846,-1.46887434,0.07077044,7.25450134,-0.05661160,0.00775105,0.44528908,0.71295929,-0.21315381,0.07421485,-1.49228537,0.05257232,8.39246178,0.06384283,0.08138600,-0.07421485,0.83918089,-0.17439857,0.02473828,-1.51449585,0.14558490,8.77178288,-0.01987982,0.00387552,0.04947656,0.80227256,-0.19765173,0.94005471,-1.52740216,0.12940879,9.19851780
4980.717994,0.06914645,-0.05813286,-0.74214846,0.68616366,-0.09688810,0.69267190,-1.46868479,0.07279245,7.20708609,-0.05661160,0.00775105,0.44528908,0.71244460,-0.29066429,0.12369141,-1.49215901,0.05257232,8.29763222,0.06384283,0.08138600,-0.07421485,0.83863592,-0.27516219,0.02473828,-1.51406932,0.17793709,8.67695236,-0.01981926,0.06975943,0.04947656,0.80184865,-0.27128667,0.98953128,-1.52724421,0.07481446,9.24593258
4980.720117,0.06914645,-0.05813286,-0.74214846,0.68567920,-0.16277200,0.84110159,-1.46847939,0.08088050,7.06484079,-0.05661160,0.00000000,0.44528908,0.71199042,-0.24028248,0.07421485,-1.49201679,0.08088050,8.29763222,0.06384283,-0.03100419,-0.12369141,0.83803034,-0.27128667,0.07421485,-1.51364279,0.21028930,8.62953758,-0.01984954,0.00000000,0.12369141,0.80142474,-0.22865590,1.06374609,-1.52707040,0.09301257,9.24593258
