t_sys,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
7417.317626600,-0.004261057,-0.007456850,0.000000000,-0.799663365,0.410605580,9.380482674
7417.319931244,-0.006391586,0.007456850,-0.001065264,-0.799663365,0.410605580,9.380482674
7417.321893802,-0.004261057,-0.008522115,0.000000000,-0.799663365,0.410605580,9.380482674
7417.323742210,-0.004261057,-0.008522115,0.002130529,-0.803254664,0.414196908,9.313444138
7417.325747927,0.003195793,-0.009587379,-0.003195793,-0.803254664,0.414196908,9.313444138
7417.327669502,0.001065264,0.005326321,-0.005326321,-0.809240162,0.423773706,9.360131264
7417.329735254,-0.008522115,-0.007456850,-0.002130529,-0.809240162,0.423773706,9.360131264
7417.331721902,0.004261057,-0.021305285,-0.012783172,-0.805648863,0.373495460,9.392453194
7417.333821557,-0.002130529,-0.007456850,0.000000000,-0.805648863,0.373495460,9.392453194
7417.335880317,0.001065264,-0.003195793,-0.009587379,-0.805648863,0.373495460,9.392453194
7417.337742607,-0.001065264,-0.013848436,-0.001065264,-0.776918471,0.389057785,9.346963882
7417.339881561,0.000000000,-0.003195793,-0.002130529,-0.776918471,0.389057785,9.346963882
7417.341856063,-0.009587379,-0.014913701,0.007456850,-0.776918471,0.389057785,9.346963882
7417.343641095,-0.013848436,-0.009587379,0.003195793,-0.776918471,0.405817181,9.326612473
7417.345566785,-0.006391586,-0.011717907,-0.001065264,-0.776918471,0.405817181,9.326612473
7417.347592486,-0.010652643,-0.003195793,-0.009587379,-0.800860465,0.387860686,9.372102737
7417.349747394,-0.011717907,-0.004261057,0.000000000,-0.800860465,0.387860686,9.372102737
7417.351615295,0.004261057,-0.009587379,0.003195793,-0.782903969,0.393846184,9.333795547
7417.353636441,-0.006391586,-0.009587379,-0.004261057,-0.782903969,0.393846184,9.333795547
7417.355611127,-0.011717907,-0.007456850,-0.009587379,-0.782903969,0.393846184,9.333795547
7417.357665853,-0.002130529,0.001065264,0.002130529,-0.760159016,0.402225882,9.356540680
7417.360025427,-0.001065264,-0.010652643,0.002130529,-0.760159016,0.402225882,9.356540680
7417.361545522,-0.026631609,0.011717907,0.011717907,-0.787692368,0.379480958,9.376891136
7417.363641252,-0.003195793,-0.013848436,-0.004261057,-0.787692368,0.379480958,9.376891136
7417.365813421,0.000000000,-0.019174758,-0.005326321,-0.787692368,0.379480958,9.376891136
7417.367647957,-0.001065264,-0.010652643,0.001065264,-0.800860465,0.399831682,9.319430351
7417.369643030,-0.004261057,-0.005326321,-0.010652643,-0.800860465,0.399831682,9.319430351
7417.371923219,0.009587379,-0.008522115,-0.017044229,-0.792480767,0.391451985,9.311050415
7417.373714132,0.004261057,-0.009587379,0.009587379,-0.792480767,0.391451985,9.311050415
7417.375830044,0.001065264,-0.019174758,-0.008522115,-0.792480767,0.391451985,9.311050415
7417.377734082,-0.004261057,-0.018109493,-0.007456850,-0.787692368,0.407014281,9.390059471
7417.379760864,-0.015978964,-0.008522115,-0.005326321,-0.787692368,0.407014281,9.390059471
7417.381733446,0.002130529,0.004261057,0.003195793,-0.756567717,0.405817181,9.337387085
7417.383696575,-0.017044229,-0.007456850,-0.003195793,-0.756567717,0.405817181,9.337387085
7417.385713156,-0.002130529,-0.004261057,-0.001065264,-0.756567717,0.405817181,9.337387085
7417.387875835,0.002130529,-0.003195793,0.008522115,-0.750582218,0.402225882,9.376891136
7417.389930523,0.000000000,-0.014913701,0.000000000,-0.750582218,0.402225882,9.376891136
7417.391699707,-0.007456850,-0.014913701,-0.001065264,-0.782903969,0.409408480,9.345766068
7417.393921452,0.001065264,-0.012783172,0.002130529,-0.782903969,0.409408480,9.345766068
7417.395715106,-0.007456850,-0.012783172,-0.014913701,-0.782903969,0.409408480,9.345766068
7417.397766066,-0.006391586,-0.007456850,-0.005326321,-0.815225661,0.411802679,9.296685219
7417.399672222,-0.014913701,-0.014913701,0.000000000,-0.815225661,0.411802679,9.296685219
7417.401673971,0.000000000,-0.009587379,-0.004261057,-0.815225661,0.411802679,9.296685219
7417.403661690,-0.006391586,-0.006391586,-0.004261057,-0.800860465,0.373495460,9.408015251
7417.405854296,-0.007456850,-0.020240022,0.004261057,-0.800860465,0.373495460,9.408015251
7417.407876141,-0.006391586,-0.003195793,-0.006391586,-0.793677866,0.424970806,9.323021889
7417.409666944,0.007456850,-0.017044229,0.000000000,-0.793677866,0.424970806,9.323021889
7417.411890193,-0.022370551,0.009587379,0.010652643,-0.797269166,0.407014281,9.285911560
7417.413642586,-0.008522115,-0.005326321,0.003195793,-0.797269166,0.407014281,9.285911560
7417.415637632,-0.007456850,-0.011717907,-0.001065264,-0.797269166,0.407014281,9.285911560
7417.417560849,-0.004261057,-0.019174758,0.000000000,-0.784101069,0.390254885,9.393650055
7417.419855042,-0.011717907,-0.008522115,0.010652643,-0.784101069,0.390254885,9.393650055
7417.421676679,-0.004261057,0.000000000,-0.002130529,-0.810437262,0.389057785,9.343372345
