t_sys,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
3332.120222376,-0.010652643,-0.003195793,0.001065264,-0.547075093,0.362721562,9.305065155
3332.122465305,-0.009587379,-0.015978964,-0.004261057,-0.559046090,0.354341865,9.360131264
3332.124410968,-0.012783172,-0.011717907,-0.003195793,-0.559046090,0.354341865,9.360131264
3332.126410777,0.011717907,-0.008522115,-0.002130529,-0.554257691,0.386663586,9.302670479
3332.128417647,0.003195793,-0.011717907,-0.005326321,-0.554257691,0.386663586,9.302670479
3332.130449112,-0.005326321,-0.009587379,0.000000000,-0.554257691,0.386663586,9.302670479
3332.132448097,-0.007456850,-0.005326321,-0.005326321,-0.562637389,0.395043284,9.326612473
3332.134364263,-0.003195793,-0.008522115,-0.005326321,-0.562637389,0.395043284,9.326612473
3332.136268604,-0.006391586,-0.013848436,0.001065264,-0.559046090,0.379480958,9.384073257
3332.138409647,-0.022370551,-0.001065264,-0.002130529,-0.559046090,0.379480958,9.384073257
3332.140449768,-0.011717907,-0.018109493,0.002130529,-0.559046090,0.379480958,9.384073257
3332.142449226,-0.009587379,-0.014913701,-0.006391586,-0.555454791,0.398634583,9.287108421
3332.144478284,-0.001065264,-0.027696872,0.000000000,-0.555454791,0.398634583,9.287108421
3332.146483043,0.001065264,-0.006391586,0.003195793,-0.560243189,0.387860686,9.320627213
3332.148494606,-0.007456850,-0.001065264,0.007456850,-0.560243189,0.387860686,9.320627213
3332.150497434,0.003195793,-0.002130529,0.000000000,-0.560243189,0.387860686,9.320627213
3332.152248469,-0.012783172,-0.003195793,0.006391586,-0.535104096,0.373495460,9.368511200
3332.154273377,-0.007456850,-0.009587379,-0.011717907,-0.535104096,0.373495460,9.368511200
3332.156330797,-0.010652643,-0.011717907,-0.005326321,-0.554257691,0.391451985,9.302670479
3332.158410325,-0.007456850,-0.007456850,-0.009587379,-0.554257691,0.391451985,9.302670479
3332.160225938,-0.004261057,-0.007456850,0.006391586,-0.554257691,0.391451985,9.302670479
3332.162271110,-0.001065264,-0.011717907,-0.003195793,-0.584185243,0.402225882,9.354146004
3332.164410190,0.005326321,-0.008522115,-0.002130529,-0.584185243,0.402225882,9.354146004
